Risk,Return,Asset,Type,
2.55,1.65,Fixed Income,IG,Corporate
2.53,1.77,Fixed Income,IG,Corporate
2.53,1.76,Fixed Income,IG,Corporate
2.5,1.35,Fixed Income,IG,Corporate
2.5,1.46,Fixed Income,IG,Corporate
2.5,1.33,Fixed Income,IG,Corporate
2.5,0.99,Fixed Income,IG,Corporate
2.49,1.34,Fixed Income,IG,Corporate
2.46,1.73,Fixed Income,IG,Corporate
2.46,1.27,Fixed Income,IG,Corporate
2.43,1.33,Fixed Income,IG,Corporate
2.43,1.04,Fixed Income,IG,Corporate
2.41,-2.35,Fixed Income,IG,Corporate
2.4,-3.76,Fixed Income,IG,Corporate
2.39,2.82,Fixed Income,IG,Corporate
2.37,2.91,Fixed Income,IG,Corporate
2.37,3.09,Fixed Income,IG,Corporate
2.36,2.76,Fixed Income,IG,Corporate
2.36,1.4,Fixed Income,IG,Corporate
2.35,1.24,Fixed Income,IG,Corporate
2.3,0.89,Fixed Income,IG,Corporate
2.3,0.76,Fixed Income,IG,Corporate
2.29,0.8,Fixed Income,IG,Corporate
2.28,0.54,Fixed Income,IG,Corporate
2.28,1.16,Fixed Income,IG,Corporate
2.26,0.6,Fixed Income,IG,Corporate
2.25,0.45,Fixed Income,IG,Corporate
2.24,0.57,Fixed Income,IG,Corporate
2.22,0.63,Fixed Income,IG,Corporate
2.21,-0.81,Fixed Income,IG,Corporate
2.21,0.34,Fixed Income,IG,Corporate
2.21,-0.93,Fixed Income,IG,Corporate
2.19,0.3,Fixed Income,IG,Corporate
2.18,0.87,Fixed Income,IG,Corporate
2.17,0.62,Fixed Income,IG,Corporate
2.16,-0.58,Fixed Income,IG,Corporate
1.57,1.36,Fixed Income,IG,Corporate
1.57,5.57,Fixed Income,IG,Corporate
1.56,2.4,Fixed Income,IG,Corporate
1.56,1.09,Fixed Income,IG,Corporate
1.55,3.32,Fixed Income,IG,Corporate
1.54,-0.74,Fixed Income,IG,Corporate
1.54,1.16,Fixed Income,IG,Corporate
1.54,1.9,Fixed Income,IG,Corporate
1.53,1.71,Fixed Income,IG,Corporate
1.51,1.61,Fixed Income,IG,Corporate
1.5,2.92,Fixed Income,IG,Corporate
1.49,3.03,Fixed Income,IG,Corporate
1.47,1.27,Fixed Income,IG,Corporate
1.47,-1.91,Fixed Income,IG,Corporate
1.46,-0.05,Fixed Income,IG,Corporate
1.46,-1.74,Fixed Income,IG,Corporate
1.45,1.83,Fixed Income,IG,Corporate
1.41,-0.32,Fixed Income,IG,Corporate
1.39,0.96,Fixed Income,IG,Corporate
1.38,2.24,Fixed Income,IG,Corporate
1.37,1.92,Fixed Income,IG,Corporate
1.32,2.21,Fixed Income,IG,Corporate
1.32,2.04,Fixed Income,IG,Corporate
1.31,2.01,Fixed Income,IG,Corporate
1.3,2,Fixed Income,IG,Corporate
1.29,2.16,Fixed Income,IG,Corporate
1.28,1.98,Fixed Income,IG,Corporate
1.26,2.16,Fixed Income,IG,Corporate
1.26,1.71,Fixed Income,IG,Corporate
1.23,1.57,Fixed Income,IG,Corporate
1.23,2.93,Fixed Income,IG,Corporate
1.22,1.3,Fixed Income,IG,Corporate
1.19,2.8,Fixed Income,IG,Corporate
1.18,2.22,Fixed Income,IG,Corporate
1.17,0.75,Fixed Income,IG,Corporate
1.16,0.68,Fixed Income,IG,Corporate
1.15,0.56,Fixed Income,IG,Corporate
1.14,1.47,Fixed Income,IG,Corporate
1.12,1.19,Fixed Income,IG,Corporate
1.11,0.2,Fixed Income,IG,Corporate
1.11,0.2,Fixed Income,IG,Corporate
1.11,0.6,Fixed Income,IG,Corporate
1.07,0.05,Fixed Income,IG,Corporate
1.07,0.15,Fixed Income,IG,Corporate
1.05,0.76,Fixed Income,IG,Corporate
5.43,-3.16,Fixed Income,Region,
5.35,-1.22,Fixed Income,Region,
5.33,-0.16,Fixed Income,Region,
5.33,1.42,Fixed Income,Region,
5.33,0.63,Fixed Income,Region,
5.3,-1.64,Fixed Income,Region,
5.29,0.39,Fixed Income,Region,
5.26,-4.33,Fixed Income,Region,
5.25,-1.9,Fixed Income,Region,
5.25,-0.23,Fixed Income,Region,
5.23,-1.79,Fixed Income,Region,
5.21,0.84,Fixed Income,Region,
5.2,0.99,Fixed Income,Region,
5.18,-0.22,Fixed Income,Region,
5.17,-0.02,Fixed Income,Region,
5.15,-1.21,Fixed Income,Region,
5.13,1.03,Fixed Income,Region,
5.1,1.39,Fixed Income,Region,
5.1,0,Fixed Income,Region,
5.09,1.48,Fixed Income,Region,
5.07,-1.94,Fixed Income,Region,
5.06,0.3,Fixed Income,Region,
5.05,-1.26,Fixed Income,Region,
5.05,-1.64,Fixed Income,Region,
5.04,-4.84,Fixed Income,Region,
5.04,-4.35,Fixed Income,Region,
4.98,-1.63,Fixed Income,Region,
4.96,0.38,Fixed Income,Region,
4.96,1.33,Fixed Income,Region,
4.95,2.87,Fixed Income,Region,
4.95,1.41,Fixed Income,Region,
4.93,0.21,Fixed Income,Region,
4.91,0.63,Fixed Income,Region,
4.9,2.17,Fixed Income,Region,
4.87,-0.81,Fixed Income,Region,
4.86,0.51,Fixed Income,Region,
4.86,0.97,Fixed Income,Region,
4.86,2.06,Fixed Income,Region,
4.85,0.81,Fixed Income,Region,
4.84,0.25,Fixed Income,Region,
4.83,0.37,Fixed Income,Region,
4.83,-0.15,Fixed Income,Region,
4.82,-0.24,Fixed Income,Region,
4.81,1.99,Fixed Income,Region,
4.81,-0.45,Fixed Income,Region,
4.81,-1.18,Fixed Income,Region,
4.8,3.9,Fixed Income,Region,
4.77,-3.55,Fixed Income,Region,
4.77,-0.54,Fixed Income,Region,
4.77,-0.62,Fixed Income,Region,
4.76,-1.64,Fixed Income,Region,
4.75,1.85,Fixed Income,Region,
4.69,1.68,Fixed Income,Region,
4.68,-0.51,Fixed Income,Region,
4.68,-1.94,Fixed Income,Region,
4.68,-3.06,Fixed Income,Region,
4.67,0.6,Fixed Income,Region,
4.67,-1.58,Fixed Income,Region,
4.66,-0.02,Fixed Income,Region,
4.65,0.14,Fixed Income,Region,
4.62,-0.61,Fixed Income,Region,
4.6,0.08,Fixed Income,Region,
4.6,-0.57,Fixed Income,Region,
4.6,-0.75,Fixed Income,Region,
4.58,0.06,Fixed Income,Region,
4.55,-0.72,Fixed Income,Region,
4.54,0.77,Fixed Income,Region,
4.53,-0.24,Fixed Income,Region,
4.5,-0.23,Fixed Income,Region,
4.48,0.09,Fixed Income,Region,
4.48,-0.07,Fixed Income,Region,
4.46,-1.03,Fixed Income,Region,
4.45,0.53,Fixed Income,Region,
4.45,0.98,Fixed Income,Region,
4.44,1.92,Fixed Income,Region,
4.44,3.82,Fixed Income,Region,
4.41,-0.41,Fixed Income,Region,
4.41,0.93,Fixed Income,Region,
4.39,15.17,Fixed Income,Region,
4.38,1.23,Fixed Income,Region,
4.37,1.08,Fixed Income,Region,
4.37,1.68,Fixed Income,Region,
4.36,0.1,Fixed Income,Region,
4.35,0.8,Fixed Income,Region,
4.35,1.69,Fixed Income,Region,
4.35,1.09,Fixed Income,Region,
4.32,-0.09,Fixed Income,Region,
4.32,1.18,Fixed Income,Region,
4.31,0.76,Fixed Income,Region,
4.31,-0.72,Fixed Income,Region,
4.29,0.65,Fixed Income,Region,
4.25,-2.6,Fixed Income,Region,
1.95,1.69,Fixed Income,Specific,
1.9,4.84,Fixed Income,Specific,
1.88,1.36,Fixed Income,Specific,
1.87,1.93,Fixed Income,Specific,
1.86,2.15,Fixed Income,Specific,
1.85,5.52,Fixed Income,Specific,
1.84,0.99,Fixed Income,Specific,
1.82,1.08,Fixed Income,Specific,
1.8,0.49,Fixed Income,Specific,
1.77,5.02,Fixed Income,Specific,
1.75,1.97,Fixed Income,Specific,
1.74,0.54,Fixed Income,Specific,
1.73,0.62,Fixed Income,Specific,
1.73,0.39,Fixed Income,Specific,
1,-0.5,Fixed Income,Specific,
0.98,-0.08,Fixed Income,Specific,
0.98,-0.2,Fixed Income,Specific,
0.98,-1,Fixed Income,Specific,
0.95,0.52,Fixed Income,Specific,
0.95,1.65,Fixed Income,Specific,
0.94,0.46,Fixed Income,Specific,
