Date,Price,12MF_3M_Chg,12MF_1M_Chg,Return_3M,Return_6M
2021-10-20,70300,-4.93,-2.39,-11.01,-16.21
2021-10-21,70200,-4.93,-2.39,-10.57,-15.01
2021-10-22,70400,-4.93,-2.39,-11.67,-14.56
2021-10-25,70200,-4.93,-2.39,-11.48,-15.22
2021-10-26,71100,-4.93,-2.39,-9.77,-14.85
2021-10-27,70100,-4.93,-2.39,-10.7,-15.44
2021-10-28,70700,-4.98,-2.43,-10.73,-13.89
2021-10-29,69800,-5.81,-3.66,-11.65,-14.57
2021-11-01,69900,-6.5,-6.07,-10.96,-14.23
2021-11-02,71500,-6.5,-7.42,-9.84,-12.27
2021-11-03,70400,-6.5,-7.47,-13.51,-13.83
2021-11-04,70600,-6.5,-7.47,-14.84,-14.53
2021-11-05,70200,-7.15,-7.47,-14.49,-15.01
2021-11-08,70600,-5.27,-7.47,-13.37,-13.8
2021-11-09,70500,-5.27,-7.47,-13.5,-13.92
2021-11-10,70200,-5.27,-7.47,-12.47,-15.63
2021-11-11,69900,-5.26,-7.46,-10.96,-13.92
2021-11-12,70600,-1.7,-7.46,-8.31,-11.75
2021-11-15,71400,-1.56,-7.46,-4.03,-10.86
2021-11-16,71300,-1.78,-7.66,-4.17,-10.99
2021-11-17,70700,-1.77,-7.65,-4.72,-11.18
2021-11-18,70200,-1.77,-7.27,-5.01,-11.81
2021-11-19,71200,-1.68,-7.27,-2.6,-10.55
2021-11-22,74900,-0.93,-7.27,3.03,-6.49
2021-11-23,75300,-0.93,-7.27,2.73,-5.99
2021-11-24,74800,-0.97,-7.31,-1.06,-6.15
2021-11-25,73700,-0.97,-7.31,-2.64,-7.76
2021-11-26,72300,-0.97,-7.31,-3.08,-9.4
2021-11-29,72300,-0.04,-7.5,-2.69,-9.74
2021-11-30,71300,-0.04,-7.5,-4.42,-10.99
2021-12-01,74400,-0.09,-8.56,-3.13,-7.69
2021-12-02,75800,-0.09,-8.56,-0.26,-6.19
2021-12-03,75600,-0.09,-8.56,-1.31,-8.7
2021-12-06,76300,-0.09,-8.03,-1.29,-7.18
2021-12-07,77400,-0.09,-8.03,1.71,-5.49
2021-12-08,77400,-0.09,-7.73,1.44,-5.49
2021-12-09,78200,-0.09,-7.12,3.85,-3.58
2021-12-10,76900,-0.09,-7.12,2.12,-5.06
2021-12-13,76800,-0.1,-7.12,0.66,-5.19
2021-12-14,77000,-0.1,-6.01,0.52,-4.35
2021-12-15,77600,-0.1,-5.83,0.78,-4.08
2021-12-16,77800,0.12,-5.82,2.23,-4.89
2021-12-17,78000,0.11,-5.71,1.04,-3.58
2021-12-20,77100,0.57,-5.27,-0.13,-4.22
2021-12-21,78100,0.58,-5.26,1.17,-2.25
2021-12-22,79400,0.58,-5.26,2.85,-0.75
2021-12-23,79900,0.58,-5.26,3.23,-0.25
2021-12-24,80500,0.63,-5.26,4.14,-0.86
2021-12-27,80200,0.63,-5.26,3.22,-1.72
2021-12-28,80300,0.63,-5.26,5.24,-1.95
2021-12-29,78800,0.83,-5.07,6.34,-2.72
2021-12-30,78300,0.83,-5.17,5.67,-2.97

