Date,KOSPI,Energy,Chemistry,"Non-ferrous, wood, etc.",Steel,Construction,Machine,Shipbuilding,Capital goods,Transit,Automobile,Cosmetics,Hotel,Media,Retail,Consumer_staples,Healthcare,Bank,Stock,Insurance,Software,IT hardware,Semiconductor,IT home appliance,Display,Communication,Utility
2020-05-29,1507702 ,22858 ,68957 ,12614 ,36656 ,71078 ,25297 ,9742 ,110458 ,17611 ,97552 ,56944 ,5682 ,13825 ,24715 ,54713 ,39645 ,185465 ,36823 ,17763 ,57595 ,31298 ,488591 ,37880 ,6746 ,34288 ,51618 
2020-06-05,1550027 ,28285 ,71454 ,12711 ,37555 ,71705 ,26270 ,9915 ,110638 ,21305 ,100666 ,58499 ,6579 ,14342 ,25605 ,55236 ,39891 ,187697 ,37879 ,19592 ,58886 ,31948 ,501399 ,39034 ,7230 ,34648 ,52779 
2020-06-12,1542237 ,28354 ,57560 ,12817 ,36148 ,71598 ,26255 ,9527 ,106603 ,21321 ,101391 ,56589 ,6234 ,14292 ,25486 ,54718 ,40972 ,187700 ,37926 ,34178 ,58931 ,33735 ,499149 ,38780 ,7101 ,34701 ,52779 
2020-06-19,1537123 ,27536 ,57952 ,12832 ,35714 ,71356 ,26147 ,9614 ,106144 ,21427 ,101405 ,57922 ,6129 ,14127 ,25403 ,54867 ,41150 ,187742 ,37926 ,34078 ,59071 ,33615 ,493398 ,39052 ,6767 ,34701 ,54124 
2020-06-26,1534246 ,25734 ,58297 ,12775 ,35772 ,71352 ,26281 ,9565 ,106299 ,19246 ,100612 ,57135 ,5692 ,14027 ,25367 ,54898 ,41195 ,187695 ,38422 ,34606 ,64526 ,33647 ,490366 ,38990 ,7104 ,34701 ,54124 
2020-07-03,1570795 ,30923 ,60886 ,13323 ,35652 ,67948 ,26734 ,9707 ,108913 ,20841 ,102381 ,54604 ,6105 ,13985 ,25810 ,55284 ,43835 ,189863 ,39229 ,39806 ,66105 ,34536 ,504498 ,40127 ,8572 ,35069 ,55140 
2020-07-10,1563810 ,29748 ,61010 ,13285 ,35281 ,67775 ,26867 ,9466 ,108344 ,19963 ,101320 ,52550 ,4499 ,13916 ,25257 ,55548 ,43073 ,190078 ,39358 ,40615 ,66246 ,34888 ,504335 ,40417 ,8185 ,35106 ,54160 
2020-07-17,1564039 ,30321 ,60758 ,13280 ,34853 ,67573 ,26380 ,9772 ,108933 ,20269 ,101114 ,52056 ,4128 ,13969 ,25084 ,56241 ,42683 ,190071 ,40522 ,40595 ,66397 ,34959 ,503373 ,40920 ,8220 ,35316 ,54315 
2020-07-24,1573685 ,29385 ,61255 ,13065 ,34176 ,72033 ,26380 ,9772 ,108658 ,19556 ,108533 ,51835 ,3450 ,13921 ,24994 ,55921 ,43322 ,193557 ,40816 ,40501 ,66641 ,35265 ,501331 ,40925 ,7607 ,35351 ,54267 
2020-07-31,1569500 ,27441 ,61876 ,12925 ,34132 ,71411 ,26994 ,9648 ,108229 ,18776 ,109014 ,51837 ,2749 ,14000 ,24892 ,55996 ,43518 ,194659 ,41153 ,40717 ,65831 ,35731 ,496955 ,42322 ,7588 ,35380 ,54020 
2020-08-07,1608636 ,31873 ,65697 ,13064 ,36233 ,72030 ,27388 ,7702 ,110953 ,17929 ,113412 ,52032 ,3492 ,14790 ,25165 ,56674 ,44739 ,195399 ,43621 ,41678 ,68146 ,36891 ,511407 ,43335 ,9166 ,36152 ,54068 
2020-08-14,1614502 ,30306 ,65770 ,13089 ,36309 ,72088 ,27477 ,7551 ,111324 ,19851 ,113830 ,52704 ,2110 ,13942 ,23839 ,58421 ,45646 ,195742 ,43750 ,41877 ,68302 ,36531 ,510556 ,43331 ,9901 ,36394 ,58165 
2020-08-21,1601462 ,30204 ,67345 ,13097 ,36552 ,64545 ,27359 ,7525 ,101364 ,18854 ,113799 ,55788 ,1940 ,13959 ,23629 ,58942 ,46256 ,195803 ,42982 ,42390 ,69796 ,36539 ,508915 ,43106 ,9668 ,36423 ,58112 
2020-08-28,1602241 ,28776 ,68248 ,13101 ,36410 ,66044 ,27674 ,7530 ,103991 ,18854 ,115485 ,55577 ,1887 ,13932 ,23638 ,58938 ,42172 ,195903 ,43266 ,42686 ,69901 ,36591 ,506472 ,43069 ,9710 ,36471 ,57904 
2020-09-04,1640009 ,33873 ,71088 ,13264 ,37718 ,66527 ,28008 ,8030 ,108076 ,19540 ,119592 ,57014 ,2959 ,14109 ,24523 ,59346 ,43106 ,196742 ,43298 ,40990 ,70669 ,38194 ,517259 ,44343 ,10982 ,36750 ,57783 
2020-09-11,1649175 ,33570 ,71513 ,13597 ,37576 ,66540 ,28392 ,7875 ,116996 ,18979 ,119618 ,57017 ,2898 ,14016 ,24525 ,59304 ,42957 ,196896 ,43363 ,40990 ,72082 ,38598 ,516114 ,44918 ,10341 ,36734 ,57783 
2020-09-18,1660099 ,33140 ,72137 ,13619 ,37723 ,66329 ,28191 ,7412 ,116958 ,17059 ,121196 ,56920 ,2832 ,14087 ,24519 ,59955 ,44280 ,196783 ,43279 ,43423 ,72818 ,39448 ,524878 ,45586 ,10382 ,36734 ,57887 
2020-09-25,1656042 ,32051 ,73055 ,13675 ,37641 ,66538 ,29309 ,6959 ,116540 ,16284 ,121448 ,56998 ,2891 ,13831 ,24607 ,59308 ,44080 ,197259 ,43116 ,43604 ,67650 ,40757 ,524690 ,46189 ,10236 ,36730 ,58517 
2020-10-02,1659353 ,31007 ,73260 ,13663 ,37632 ,68092 ,29442 ,6959 ,115753 ,16337 ,123261 ,56707 ,2891 ,13854 ,24526 ,59188 ,44489 ,197259 ,43613 ,43603 ,67647 ,40103 ,526098 ,46567 ,10197 ,36723 ,57779 
2020-10-09,1704397 ,35629 ,76420 ,13840 ,39100 ,68491 ,29970 ,7314 ,119491 ,17451 ,128065 ,58187 ,4070 ,14558 ,25319 ,59687 ,45810 ,197795 ,44521 ,43722 ,69232 ,40564 ,542641 ,47904 ,11551 ,37010 ,57598 
2020-10-16,1733198 ,33559 ,78743 ,13838 ,39240 ,68384 ,29994 ,7319 ,119743 ,24001 ,131783 ,57445 ,3386 ,16349 ,25088 ,59678 ,45747 ,198579 ,45063 ,43571 ,68810 ,40692 ,556222 ,48395 ,11532 ,37068 ,58236 
2020-10-23,1736300 ,33559 ,80157 ,13838 ,39057 ,64461 ,30165 ,7319 ,119628 ,27504 ,129881 ,58325 ,2946 ,16352 ,25097 ,59660 ,46277 ,201435 ,45710 ,44147 ,68772 ,40194 ,555682 ,48420 ,12595 ,37017 ,58234 
2020-10-30,1747402 ,30707 ,81107 ,14471 ,41734 ,64900 ,30245 ,7272 ,119406 ,26868 ,143422 ,58150 ,2770 ,16025 ,25090 ,59719 ,45783 ,203463 ,46369 ,44281 ,68927 ,41482 ,548537 ,49214 ,12885 ,36954 ,57668 
2020-11-06,1789099 ,33404 ,84389 ,13270 ,43141 ,65554 ,30650 ,6960 ,122752 ,28115 ,150784 ,59416 ,3616 ,16535 ,25836 ,60380 ,47364 ,204216 ,46623 ,44602 ,70970 ,42512 ,558951 ,51480 ,14094 ,37339 ,57669 
2020-11-13,1798127 ,31232 ,90723 ,13282 ,43380 ,65854 ,30885 ,7403 ,123832 ,28268 ,151425 ,59229 ,3027 ,16810 ,26581 ,60996 ,49290 ,204582 ,47164 ,45540 ,69267 ,41821 ,558290 ,51541 ,14281 ,37599 ,57649 
2020-11-20,1801821 ,33069 ,90968 ,12986 ,44220 ,65532 ,30919 ,7075 ,124593 ,29333 ,153654 ,55464 ,3287 ,16966 ,26876 ,60149 ,50356 ,204775 ,47909 ,46523 ,68401 ,42228 ,557853 ,51481 ,13663 ,37600 ,56926 
2020-11-27,1796512 ,32540 ,90431 ,12984 ,45273 ,63611 ,31191 ,7015 ,123063 ,28767 ,153580 ,55512 ,3183 ,17008 ,26912 ,60179 ,51368 ,204538 ,45678 ,46453 ,68322 ,42247 ,555858 ,51634 ,13673 ,37644 ,56974 
2020-12-04,1846405 ,37952 ,93803 ,12958 ,47442 ,64557 ,32165 ,7414 ,127902 ,30471 ,159538 ,56812 ,4257 ,17757 ,27680 ,60583 ,52937 ,205883 ,45656 ,46682 ,70131 ,42410 ,571735 ,52515 ,15185 ,38071 ,57231 
2020-12-11,1850658 ,38459 ,94846 ,12973 ,47806 ,64628 ,32087 ,7384 ,128281 ,44627 ,160411 ,56833 ,4217 ,18015 ,27732 ,45979 ,52276 ,205957 ,47670 ,46666 ,69873 ,41678 ,571156 ,52215 ,15230 ,38071 ,57231 
2020-12-18,1856539 ,38341 ,95258 ,12982 ,48166 ,64636 ,31660 ,7564 ,127768 ,46213 ,160253 ,56859 ,4226 ,17898 ,27775 ,46215 ,52509 ,205957 ,48863 ,46666 ,70047 ,41499 ,575629 ,51818 ,15369 ,38089 ,55630 
2020-12-25,1857960 ,39844 ,95296 ,13052 ,48583 ,64505 ,31327 ,7555 ,127454 ,46532 ,160253 ,56857 ,4302 ,18132 ,27741 ,42419 ,51800 ,206746 ,48863 ,46786 ,70897 ,40425 ,576088 ,51965 ,15530 ,38122 ,54926 
2021-01-01,1862176 ,39805 ,95970 ,13076 ,48745 ,64274 ,31035 ,8161 ,127825 ,46740 ,160312 ,56821 ,4292 ,18131 ,27692 ,42417 ,51800 ,207435 ,48954 ,46786 ,70911 ,40957 ,576575 ,51982 ,15786 ,38122 ,55034 
2021-01-08,1897994 ,40096 ,96580 ,13439 ,50371 ,70109 ,30648 ,8444 ,126548 ,47297 ,160724 ,56659 ,4684 ,18265 ,28119 ,45430 ,50335 ,208980 ,48869 ,47319 ,73002 ,41041 ,594285 ,52895 ,16138 ,38487 ,56276 
2021-01-15,1905951 ,41289 ,97662 ,13227 ,51644 ,70341 ,30672 ,8573 ,122765 ,48273 ,161894 ,56587 ,4551 ,18264 ,27735 ,45395 ,50685 ,210803 ,49474 ,48526 ,73249 ,41436 ,597611 ,53700 ,16875 ,38442 ,53536 
2021-01-22,1912158 ,41254 ,99947 ,14308 ,52234 ,70366 ,30849 ,8573 ,121683 ,48975 ,161683 ,56932 ,3915 ,18416 ,27689 ,45837 ,50605 ,210896 ,53120 ,48799 ,73088 ,40865 ,598894 ,53883 ,16899 ,38443 ,52150 
2021-01-29,1938207 ,40024 ,101424 ,14303 ,54665 ,69300 ,31114 ,8193 ,122166 ,50972 ,169374 ,57146 ,3905 ,18714 ,27622 ,45891 ,48847 ,211471 ,54206 ,52048 ,82345 ,42212 ,595145 ,52807 ,22812 ,38470 ,52215 
2021-02-05,1975086 ,40801 ,102650 ,14488 ,55227 ,70978 ,31557 ,7747 ,124546 ,51980 ,171600 ,60698 ,4214 ,18688 ,28163 ,46104 ,49238 ,213398 ,55974 ,51408 ,83205 ,42994 ,616539 ,52974 ,23102 ,38989 ,51044 
2021-02-12,1989120 ,40571 ,107073 ,13721 ,55898 ,70833 ,31536 ,7740 ,123171 ,55513 ,171830 ,60799 ,4212 ,18527 ,28629 ,46186 ,49768 ,217972 ,56862 ,51409 ,83472 ,42844 ,616581 ,53340 ,23272 ,38810 ,52477 
2021-02-19,1984067 ,41524 ,104695 ,13707 ,55676 ,66657 ,31913 ,7917 ,116111 ,58279 ,172380 ,59491 ,3378 ,18090 ,28682 ,47055 ,47869 ,217938 ,57689 ,54643 ,83595 ,43992 ,616409 ,52457 ,23987 ,38825 ,50278 
2021-02-26,1984237 ,41470 ,105515 ,14626 ,55422 ,66368 ,31886 ,7762 ,116051 ,59135 ,173407 ,59407 ,3239 ,17971 ,28650 ,47707 ,46236 ,216805 ,57931 ,55620 ,83797 ,43512 ,619483 ,52632 ,24828 ,38749 ,44297 
2021-03-05,2022188 ,42575 ,107673 ,14710 ,56718 ,69930 ,32304 ,8196 ,116591 ,59631 ,175576 ,59963 ,3951 ,18977 ,29169 ,48257 ,45242 ,218581 ,57818 ,55592 ,84678 ,42896 ,639904 ,53590 ,24792 ,39052 ,45096 
2021-03-12,2018965 ,42141 ,107225 ,14732 ,58420 ,68544 ,32127 ,7535 ,114903 ,59031 ,175318 ,60351 ,3439 ,18900 ,29159 ,47783 ,44887 ,218504 ,57644 ,55679 ,84701 ,43070 ,640332 ,53813 ,24782 ,39093 ,45098 
2021-03-19,2028695 ,43250 ,107463 ,14638 ,59430 ,68543 ,32279 ,7433 ,115289 ,58610 ,175254 ,60268 ,3437 ,19297 ,29196 ,48067 ,47533 ,218670 ,57644 ,56207 ,85979 ,44446 ,643641 ,53826 ,24785 ,39088 ,45098 
2021-03-26,2050789 ,43676 ,109762 ,14563 ,61629 ,71010 ,32285 ,7469 ,116093 ,59631 ,175307 ,61018 ,3164 ,19283 ,29241 ,47074 ,48345 ,219117 ,57755 ,56802 ,84968 ,44321 ,655777 ,54079 ,25186 ,39117 ,44299 
2021-04-02,2108209 ,46221 ,114518 ,14801 ,64019 ,73799 ,32761 ,7836 ,118350 ,61628 ,177227 ,62101 ,4712 ,19908 ,30054 ,47460 ,49793 ,220873 ,57589 ,59102 ,86419 ,45135 ,684765 ,54781 ,25474 ,39439 ,45523 
2021-04-09,2113482 ,49452 ,117112 ,15041 ,65415 ,73300 ,33228 ,6876 ,119587 ,61481 ,175229 ,63062 ,4330 ,19212 ,29862 ,44071 ,50555 ,219639 ,60417 ,57022 ,85919 ,44819 ,684524 ,58265 ,25892 ,39439 ,44671 
2021-04-16,2122018 ,52771 ,119254 ,14945 ,67755 ,74927 ,33158 ,6600 ,111539 ,62855 ,174243 ,62990 ,3742 ,19116 ,30105 ,45042 ,50538 ,223505 ,60851 ,57475 ,84456 ,44499 ,688292 ,57915 ,26289 ,39348 ,43538 
2021-04-23,2136020 ,52901 ,121240 ,14002 ,67807 ,76307 ,33610 ,6566 ,110972 ,64970 ,177799 ,63706 ,3433 ,19090 ,30207 ,41489 ,49653 ,230484 ,63945 ,58310 ,84823 ,44441 ,688028 ,58328 ,26260 ,39385 ,43399 
2021-04-30,2190927 ,59324 ,130816 ,14350 ,81103 ,83949 ,35359 ,5408 ,111538 ,66396 ,177214 ,65463 ,3139 ,18870 ,30541 ,41494 ,51204 ,237336 ,64581 ,58914 ,76179 ,45797 ,695818 ,61807 ,27914 ,39385 ,41316 
2021-05-07,2245397 ,60941 ,138710 ,14586 ,81191 ,85155 ,35957 ,2921 ,121554 ,63864 ,179107 ,68951 ,4802 ,19435 ,31235 ,48807 ,53447 ,239067 ,64965 ,59036 ,78333 ,45380 ,712984 ,62893 ,28086 ,39756 ,42135 
2021-05-14,2260127 ,65848 ,135236 ,14884 ,81913 ,86727 ,36191 ,2921 ,124008 ,65771 ,180641 ,69843 ,4341 ,19979 ,31726 ,48785 ,54774 ,239587 ,66474 ,59236 ,76466 ,44580 ,713513 ,65331 ,27908 ,41211 ,41145 
2021-05-21,2280621 ,66140 ,134944 ,14546 ,83124 ,86051 ,36569 ,2690 ,134983 ,72138 ,180879 ,72412 ,4690 ,21291 ,31704 ,48836 ,54842 ,240222 ,68968 ,63737 ,76116 ,44645 ,718722 ,65231 ,28453 ,41213 ,28632 
2021-05-28,2292294 ,68013 ,139706 ,14681 ,83485 ,83317 ,36891 ,1951 ,134943 ,72020 ,181036 ,73798 ,4657 ,20897 ,31852 ,48529 ,55513 ,241996 ,68817 ,63999 ,76336 ,45171 ,718212 ,65472 ,28989 ,41241 ,30028 
2021-06-04,2320373 ,70007 ,139591 ,14815 ,83704 ,84123 ,37158 ,2080 ,139203 ,72541 ,183330 ,75702 ,5692 ,21423 ,32406 ,48932 ,56528 ,242914 ,68277 ,63602 ,78253 ,46301 ,728679 ,66545 ,29475 ,41418 ,31379 
2021-06-11,2333612 ,70708 ,141151 ,15032 ,85929 ,84158 ,36985 ,1622 ,142353 ,57445 ,184093 ,77043 ,5768 ,21648 ,32011 ,63930 ,57330 ,243391 ,68620 ,63453 ,78491 ,46097 ,731833 ,65947 ,29627 ,41517 ,31743 
2021-06-18,2331449 ,70882 ,141877 ,15046 ,87357 ,84180 ,36894 ,1537 ,141835 ,57476 ,184135 ,76984 ,5704 ,21143 ,32028 ,63968 ,53279 ,244332 ,68620 ,63830 ,78431 ,46186 ,731511 ,66386 ,30094 ,41571 ,29627 
2021-06-25,2341041 ,70882 ,141938 ,15048 ,88973 ,84044 ,36915 ,1537 ,142022 ,57935 ,184153 ,76862 ,5717 ,21285 ,32035 ,63929 ,52873 ,244612 ,68667 ,63792 ,78412 ,45912 ,740861 ,66476 ,29944 ,41571 ,27937 
2021-07-02,2381236 ,72695 ,145112 ,16728 ,93672 ,87611 ,37443 ,2313 ,144715 ,59914 ,186581 ,77735 ,6841 ,21815 ,32905 ,64605 ,54959 ,246040 ,68171 ,63293 ,80538 ,47359 ,750723 ,67851 ,30204 ,41875 ,28591 
2021-07-09,2410694 ,74487 ,145980 ,16773 ,96155 ,85304 ,37117 ,1319 ,148780 ,60118 ,189068 ,82300 ,6868 ,22060 ,32811 ,64637 ,54724 ,248318 ,68557 ,61612 ,79993 ,47345 ,763978 ,67952 ,30367 ,42040 ,28604 
2021-07-16,2399444 ,75898 ,145391 ,16942 ,96441 ,86674 ,37119 ,233 ,149818 ,61642 ,191325 ,82372 ,6788 ,22195 ,28030 ,64882 ,67248 ,248687 ,68800 ,34880 ,79630 ,47570 ,762932 ,68414 ,31501 ,42239 ,25600 
2021-07-23,2401155 ,76463 ,145894 ,17074 ,100961 ,87153 ,27831 ,(2526),150128 ,63344 ,193346 ,82071 ,6352 ,22211 ,27751 ,64859 ,66755 ,254224 ,67422 ,35009 ,79832 ,47410 ,761638 ,68500 ,31621 ,42335 ,23701 
2021-07-30,2446835 ,78646 ,151030 ,18449 ,104611 ,86736 ,31449 ,(2526),151105 ,67443 ,192517 ,81377 ,6307 ,22335 ,30656 ,64778 ,65142 ,260628 ,68188 ,35479 ,79239 ,49127 ,775478 ,70139 ,33764 ,42371 ,21171 
2021-08-06,2485967 ,79467 ,152151 ,18608 ,103814 ,87949 ,32102 ,(1805),155807 ,71878 ,194456 ,83678 ,7232 ,22892 ,31604 ,60387 ,64866 ,265450 ,68552 ,35726 ,81833 ,50641 ,790301 ,70802 ,33794 ,42683 ,22304 
2021-08-13,2495567 ,80008 ,151271 ,18356 ,103814 ,86131 ,32023 ,(1805),157008 ,72714 ,194436 ,83244 ,7238 ,22231 ,30983 ,60409 ,67207 ,265926 ,69735 ,36757 ,92647 ,50757 ,783175 ,71303 ,33835 ,43389 ,22979 
2021-08-20,2480008 ,80135 ,151693 ,18670 ,104883 ,85716 ,32241 ,(4913),157245 ,76029 ,194316 ,83763 ,6980 ,22198 ,30741 ,59781 ,65700 ,265138 ,69715 ,34840 ,91871 ,47937 ,778084 ,71318 ,34252 ,43475 ,13730 
2021-08-27,2473510 ,80135 ,151430 ,18440 ,104981 ,87414 ,32016 ,(5414),158236 ,76193 ,194129 ,83438 ,7007 ,22266 ,30290 ,59824 ,64828 ,263098 ,67124 ,35056 ,91269 ,46574 ,779255 ,71353 ,34391 ,43624 ,11007 
2021-09-03,2499859 ,80237 ,149188 ,18511 ,105339 ,91296 ,32273 ,(4160),159636 ,77435 ,195837 ,83644 ,7979 ,22799 ,30832 ,59986 ,65921 ,265645 ,66419 ,34393 ,92822 ,48020 ,791446 ,73456 ,33985 ,43939 ,11797 
2021-09-10,2501749 ,80237 ,150412 ,18246 ,108742 ,92281 ,32315 ,(4434),160101 ,80220 ,195904 ,82317 ,7995 ,22550 ,30702 ,59984 ,65183 ,265761 ,66419 ,34683 ,92580 ,48515 ,786692 ,73231 ,34179 ,43939 ,11598 
2021-09-17,2496485 ,80484 ,150823 ,18298 ,109619 ,93399 ,32337 ,(5983),160820 ,87055 ,196208 ,83596 ,7907 ,22496 ,30708 ,59916 ,65397 ,265776 ,66343 ,34816 ,92633 ,48757 ,773542 ,72696 ,33865 ,43939 ,11598 
2021-09-24,2495142 ,80373 ,150801 ,18298 ,109619 ,93498 ,32327 ,(5983),160798 ,87086 ,196168 ,83409 ,7905 ,22486 ,30810 ,59892 ,65132 ,266271 ,66220 ,34143 ,92082 ,48782 ,773171 ,72717 ,33304 ,43939 ,11705 
2021-10-01,2544110 ,80567 ,149390 ,18076 ,110874 ,95029 ,32789 ,(2565),162796 ,87892 ,197972 ,83787 ,8993 ,23170 ,31339 ,59709 ,65141 ,267789 ,65574 ,65262 ,93656 ,49573 ,776575 ,73347 ,32861 ,44296 ,11914 
2021-10-08,2532877 ,80134 ,149845 ,18033 ,112547 ,94282 ,32714 ,(3060),162236 ,93174 ,197283 ,77512 ,8202 ,23172 ,31479 ,59390 ,64881 ,269587 ,65739 ,72478 ,93086 ,50374 ,761972 ,73018 ,31577 ,44294 ,11022 
2021-10-15,2522067 ,80419 ,151995 ,19135 ,114106 ,93901 ,32731 ,(3104),163571 ,93271 ,197015 ,77521 ,7383 ,24103 ,31444 ,58467 ,74066 ,270561 ,65869 ,75196 ,92927 ,49900 ,737344 ,72275 ,32049 ,44360 ,8062 
2021-10-22,2521093 ,80812 ,150858 ,18316 ,119626 ,93082 ,32458 ,(2857),163857 ,94532 ,196061 ,77829 ,7249 ,24291 ,31446 ,58501 ,73517 ,275868 ,65810 ,76449 ,92075 ,49853 ,727302 ,72275 ,31748 ,44406 ,8027 
2021-10-29,2520923 ,84144 ,153187 ,17309 ,125225 ,91763 ,32291 ,(2909),162377 ,97751 ,195605 ,78747 ,7000 ,24336 ,32144 ,55336 ,74295 ,284472 ,66006 ,76468 ,92075 ,51620 ,708967 ,71745 ,30375 ,44409 ,8036 
2021-11-05,2531100 ,89008 ,154651 ,17424 ,124433 ,93516 ,31846 ,1982 ,163481 ,98239 ,197340 ,79025 ,7546 ,25230 ,32449 ,55304 ,64544 ,286300 ,65184 ,76658 ,95858 ,52744 ,711786 ,75095 ,29406 ,44775 ,4204 
2021-11-12,2533257 ,90715 ,153299 ,17023 ,124433 ,93097 ,31806 ,2326 ,163684 ,101525 ,197045 ,78808 ,7484 ,24951 ,32873 ,54803 ,65234 ,286067 ,67088 ,78079 ,97362 ,53149 ,711137 ,75716 ,28913 ,44746 ,(294)
2021-11-19,2513554 ,91137 ,152944 ,17263 ,124408 ,93694 ,41804 ,2039 ,166116 ,104150 ,196346 ,76175 ,7811 ,25018 ,32563 ,61364 ,64897 ,286141 ,66967 ,79519 ,98103 ,52585 ,708953 ,75694 ,28735 ,44491 ,(31563)
2021-11-26,2513097 ,91291 ,151694 ,18649 ,122746 ,91138 ,42646 ,1672 ,166767 ,105048 ,197131 ,76332 ,7718 ,25014 ,32591 ,63617 ,67329 ,286121 ,70225 ,70412 ,97652 ,52692 ,708328 ,75839 ,28798 ,44619 ,(28953)
2021-12-03,2519609 ,91653 ,151109 ,17737 ,121534 ,87197 ,42713 ,4860 ,167033 ,105751 ,199329 ,77035 ,8642 ,26440 ,33381 ,63907 ,66730 ,287406 ,68586 ,70155 ,100705 ,52764 ,710579 ,77455 ,28143 ,45012 ,(29871)
2021-12-10,2519814 ,91653 ,154659 ,17737 ,120492 ,84241 ,42634 ,5126 ,166999 ,105767 ,199457 ,77133 ,8648 ,26711 ,33495 ,63948 ,66728 ,287351 ,68586 ,72812 ,100914 ,52177 ,711223 ,78536 ,24990 ,45005 ,(29897)
2021-12-17,2519252 ,91671 ,154586 ,17715 ,119979 ,83200 ,42551 ,5112 ,167528 ,105722 ,199140 ,77012 ,8385 ,26811 ,33086 ,64249 ,65651 ,287179 ,68938 ,73298 ,100583 ,52248 ,710407 ,78350 ,25202 ,45063 ,(29897)
2021-12-24,2520407 ,91626 ,155070 ,17715 ,119950 ,87344 ,42684 ,5094 ,167016 ,105792 ,199037 ,76778 ,8385 ,26697 ,33040 ,64242 ,67234 ,287116 ,68938 ,73298 ,100571 ,52450 ,715185 ,78449 ,25442 ,45161 ,(37516)
2021-12-31,2463715 ,91626 ,151007 ,17726 ,119950 ,87251 ,42491 ,5119 ,111047 ,106049 ,199037 ,76663 ,8398 ,26695 ,33317 ,64345 ,67186 ,287317 ,68938 ,73298 ,100551 ,52738 ,715261 ,78062 ,25442 ,45161 ,(37311)
2022-01-07,2553359 ,91965 ,151848 ,18546 ,118049 ,88370 ,42504 ,6356 ,162023 ,104014 ,200473 ,76639 ,8734 ,26171 ,33228 ,61060 ,66287 ,289920 ,69154 ,77722 ,102656 ,54672 ,742382 ,79098 ,25781 ,45474 ,(37315)
2022-01-14,2573001 ,91192 ,142796 ,18463 ,117785 ,86248 ,42261 ,6813 ,170474 ,109387 ,199023 ,75849 ,8821 ,25940 ,33094 ,62566 ,66108 ,291207 ,69468 ,77833 ,99666 ,53838 ,764869 ,77856 ,26156 ,45182 ,(37237)
2022-01-21,2582669 ,91026 ,142083 ,18419 ,117978 ,87767 ,43002 ,6719 ,169356 ,109526 ,197895 ,75763 ,8302 ,25656 ,32990 ,62370 ,67781 ,291185 ,84418 ,77980 ,98834 ,54334 ,768722 ,77493 ,26498 ,44516 ,(43407)
2022-01-28,2597510 ,90405 ,137882 ,18461 ,118655 ,86797 ,42909 ,6331 ,171830 ,117582 ,196266 ,74557 ,7461 ,24969 ,32922 ,62590 ,68365 ,291119 ,84601 ,81465 ,97066 ,54554 ,770663 ,88412 ,24245 ,44033 ,(43411)
2022-02-04,2631290 ,81833 ,136875 ,17366 ,112495 ,87469 ,43775 ,8131 ,172683 ,114778 ,197799 ,74216 ,7643 ,25467 ,33430 ,63086 ,69580 ,291476 ,83482 ,83270 ,97792 ,55599 ,801810 ,89564 ,23920 ,44111 ,(36494)
2022-02-11,2617173 ,89994 ,126952 ,19316 ,112471 ,86949 ,43663 ,6513 ,170198 ,118236 ,196213 ,73974 ,7715 ,24331 ,31999 ,62713 ,68656 ,297861 ,83417 ,84925 ,93505 ,55185 ,801020 ,87921 ,23766 ,43680 ,(43701)
2022-02-18,2595828 ,91837 ,127856 ,18064 ,112165 ,85039 ,41566 ,6546 ,169118 ,123135 ,195659 ,71240 ,7008 ,24500 ,31066 ,55621 ,68249 ,297332 ,83445 ,84059 ,84166 ,55179 ,802934 ,87096 ,23600 ,43545 ,(58816)
2022-02-25,2543847 ,91942 ,126023 ,18691 ,111840 ,85302 ,40812 ,6601 ,169766 ,126017 ,194135 ,69381 ,6927 ,24133 ,31040 ,56828 ,66180 ,297646 ,81156 ,80777 ,85537 ,57364 ,807254 ,86887 ,23587 ,43476 ,(107735)
2022-03-04,2566114 ,92686 ,126491 ,18774 ,110430 ,81140 ,41395 ,8118 ,170128 ,123568 ,193042 ,70370 ,7497 ,23783 ,31325 ,57360 ,62416 ,298880 ,81934 ,82068 ,86537 ,58804 ,819645 ,88970 ,24904 ,43784 ,(99158)
2022-03-11,2566362 ,92590 ,126584 ,19604 ,110576 ,82942 ,41459 ,8041 ,168679 ,123033 ,191700 ,72365 ,7429 ,23673 ,31356 ,57319 ,61507 ,298724 ,81934 ,81377 ,86038 ,57056 ,824820 ,88864 ,25199 ,43699 ,(99304)
2022-03-18,2568148 ,92530 ,125282 ,20710 ,110619 ,81476 ,41786 ,8189 ,168713 ,123720 ,191020 ,72740 ,6944 ,23631 ,31113 ,56851 ,61334 ,298724 ,84216 ,81037 ,86711 ,59907 ,826872 ,88578 ,25184 ,43700 ,(99290)
2022-03-25,2571617 ,93061 ,125369 ,20960 ,110476 ,79461 ,43053 ,8207 ,169691 ,126063 ,190768 ,72587 ,6981 ,23601 ,31031 ,56901 ,60534 ,298244 ,83625 ,81067 ,86790 ,59964 ,830758 ,88400 ,25081 ,43633 ,(99290)
2022-04-01,2621171 ,98754 ,127843 ,19641 ,108861 ,83020 ,43622 ,9471 ,171808 ,123999 ,191316 ,80741 ,7712 ,24650 ,31350 ,60451 ,60370 ,299810 ,83686 ,78904 ,88655 ,60790 ,842351 ,90519 ,25527 ,43974 ,(88008)
