Date,KOSPI,Energy,Chemistry,"Non-ferrous, wood, etc.",Steel,Construction,Machine,Shipbuilding,Capital goods,Transit,Automobile,Cosmetics,Hotel,Media,Retail,Consumer_staples,Healthcare,Bank,Stock,Insurance,Software,IT hardware,Semiconductor,IT home appliance,Display,Communication,Utility
2016-09-09,1651480 ,63963 ,108778 ,18432 ,53609 ,60226 ,31278 ,23797 ,126454 ,31586 ,171932 ,64864 ,12916 ,12701 ,35824 ,53754 ,24789 ,130873 ,26534 ,39039 ,39914 ,16652 ,362764 ,20359 ,20034 ,40020 ,155526 
2016-09-16,1652385 ,63963 ,108978 ,18432 ,53619 ,60853 ,31314 ,22968 ,126894 ,31608 ,171997 ,64943 ,12916 ,12701 ,35824 ,53705 ,24761 ,130873 ,26489 ,39039 ,39978 ,16629 ,362890 ,20314 ,20140 ,40011 ,155561 
2016-09-23,1656116 ,63907 ,108816 ,18402 ,53994 ,61101 ,31643 ,23012 ,127090 ,31644 ,170219 ,65023 ,12896 ,12685 ,36380 ,53781 ,24577 ,131717 ,26379 ,39032 ,39860 ,16273 ,366526 ,20234 ,20340 ,40039 ,154669 
2016-09-30,1659646 ,64691 ,110568 ,18425 ,54273 ,61613 ,31513 ,23124 ,127114 ,31644 ,169857 ,64353 ,12900 ,12571 ,36309 ,52688 ,24680 ,132060 ,26272 ,38976 ,39946 ,16011 ,369047 ,19255 ,20297 ,40018 ,154448 
2016-10-07,1676674 ,64537 ,111610 ,18689 ,54554 ,62584 ,31795 ,23393 ,127526 ,32008 ,170529 ,65703 ,13275 ,12948 ,35603 ,52980 ,23794 ,133208 ,26469 ,38775 ,40631 ,16304 ,378467 ,19703 ,20926 ,40241 ,154176 
2016-10-14,1660627 ,64723 ,109719 ,18712 ,54847 ,60410 ,31889 ,24014 ,127967 ,32037 ,167755 ,65319 ,13200 ,13338 ,35536 ,52774 ,23855 ,133671 ,26611 ,39042 ,40044 ,16341 ,368794 ,19382 ,21373 ,39644 ,152512 
2016-10-21,1658060 ,64630 ,108685 ,18752 ,54841 ,60708 ,31507 ,24551 ,128571 ,31817 ,167747 ,65547 ,13099 ,13560 ,35528 ,52791 ,23536 ,138323 ,26367 ,39199 ,39595 ,16315 ,364522 ,19430 ,21469 ,39665 ,150848 
2016-10-28,1662333 ,64450 ,108426 ,18157 ,55607 ,60508 ,31561 ,24646 ,128113 ,32039 ,166182 ,65460 ,13084 ,13541 ,35555 ,51588 ,22989 ,139106 ,26224 ,40125 ,39952 ,15931 ,374141 ,18018 ,22184 ,39763 ,148390 
2016-11-04,1674867 ,64297 ,111491 ,18647 ,55412 ,61483 ,31301 ,25112 ,129596 ,32283 ,169644 ,65616 ,12611 ,13725 ,35996 ,52909 ,23481 ,139945 ,24178 ,41336 ,40572 ,16509 ,380915 ,18729 ,22956 ,40148 ,141844 
2016-11-11,1676075 ,64421 ,111601 ,18678 ,56015 ,61630 ,31997 ,24602 ,129672 ,31738 ,169488 ,65448 ,12568 ,13724 ,35822 ,52693 ,23755 ,139888 ,24150 ,41732 ,40360 ,16724 ,382670 ,18676 ,23078 ,40148 ,141931 
2016-11-18,1681876 ,64484 ,113188 ,17943 ,55777 ,61777 ,35564 ,24228 ,129606 ,32283 ,168018 ,64737 ,12546 ,13832 ,35769 ,52518 ,23757 ,140404 ,23392 ,44088 ,40308 ,16318 ,383395 ,18693 ,23274 ,40152 ,141947 
2016-11-25,1683413 ,63741 ,113237 ,18274 ,56789 ,61585 ,35722 ,24212 ,129260 ,32471 ,165597 ,63852 ,12459 ,13754 ,36062 ,52921 ,22548 ,140400 ,23409 ,43673 ,40457 ,16599 ,386468 ,18719 ,23470 ,40786 ,141981 
2016-12-02,1701917 ,63791 ,113794 ,19383 ,56856 ,62440 ,35635 ,24628 ,130555 ,32683 ,166628 ,64813 ,12479 ,13995 ,36492 ,53929 ,23194 ,141024 ,23509 ,43451 ,41174 ,16879 ,396956 ,19708 ,24430 ,40957 ,139043 
2016-12-09,1710657 ,63863 ,114704 ,19447 ,57374 ,62081 ,35754 ,24230 ,130504 ,32747 ,166619 ,64779 ,12467 ,13981 ,35757 ,54045 ,23168 ,140952 ,23442 ,43557 ,41037 ,16795 ,404642 ,19741 ,26214 ,40955 ,137861 
2016-12-16,1710342 ,63458 ,114978 ,19448 ,57267 ,62683 ,35794 ,22080 ,130540 ,32751 ,166463 ,64752 ,12441 ,13976 ,35752 ,53298 ,23153 ,140955 ,23442 ,43591 ,41051 ,16927 ,408283 ,19321 ,26374 ,40944 ,136706 
2016-12-23,1713859 ,63527 ,114406 ,19530 ,57221 ,61622 ,35748 ,21394 ,130719 ,32665 ,166417 ,64455 ,12411 ,13957 ,35120 ,53444 ,23284 ,141041 ,23435 ,43432 ,40742 ,17396 ,414361 ,19262 ,26860 ,40951 ,136785 
2016-12-30,1723517 ,65358 ,114707 ,19533 ,57209 ,61607 ,35766 ,21394 ,130603 ,32632 ,165363 ,64383 ,12348 ,14024 ,34936 ,53540 ,23255 ,141260 ,23550 ,43380 ,40761 ,17168 ,423258 ,19170 ,27194 ,40950 ,136651 
2017-01-06,1739169 ,65841 ,117468 ,19422 ,56148 ,60450 ,35898 ,21212 ,131082 ,32491 ,164314 ,63570 ,12457 ,14118 ,35100 ,52926 ,22699 ,141750 ,23696 ,43560 ,40766 ,15635 ,435549 ,19395 ,26576 ,41013 ,136084 
2017-01-13,1763245 ,65749 ,120059 ,19659 ,55886 ,60255 ,35879 ,21085 ,130554 ,32049 ,166048 ,63238 ,12389 ,13217 ,34819 ,52965 ,21581 ,141658 ,23713 ,43610 ,40553 ,16385 ,464110 ,18814 ,27941 ,40720 ,132292 
2017-01-20,1761907 ,66284 ,120314 ,19615 ,56714 ,59629 ,35926 ,21142 ,130892 ,31013 ,165389 ,63408 ,12168 ,13271 ,34677 ,52764 ,20431 ,143246 ,21079 ,43280 ,40539 ,16626 ,468393 ,18378 ,28127 ,40719 ,130009 
2017-01-27,1783052 ,66284 ,119859 ,19778 ,56730 ,59439 ,36022 ,21022 ,130807 ,30557 ,162714 ,63777 ,12008 ,13052 ,34700 ,52640 ,19738 ,143327 ,21089 ,43229 ,39920 ,16831 ,490896 ,19163 ,32393 ,40649 ,127234 
2017-02-03,1801385 ,66587 ,123221 ,19676 ,56891 ,59448 ,36369 ,20310 ,130654 ,30827 ,161168 ,62899 ,12084 ,13300 ,35163 ,52935 ,20914 ,145584 ,21941 ,42621 ,39823 ,17208 ,503011 ,19771 ,33428 ,40754 ,125951 
2017-02-10,1796868 ,66504 ,123902 ,16876 ,56890 ,60251 ,35835 ,20666 ,130448 ,30342 ,160661 ,62302 ,11973 ,12940 ,35678 ,53029 ,21186 ,147463 ,22228 ,42637 ,40064 ,17373 ,503757 ,20393 ,32988 ,40667 ,121275 
2017-02-17,1788397 ,66356 ,123977 ,17738 ,57114 ,60402 ,35379 ,20380 ,129728 ,29372 ,157504 ,56375 ,11597 ,12137 ,35768 ,51105 ,20494 ,146633 ,22656 ,41088 ,39978 ,16895 ,509977 ,20529 ,32803 ,40644 ,121216 
2017-02-24,1784490 ,66792 ,120364 ,17750 ,57114 ,59018 ,35098 ,20063 ,129895 ,29334 ,158288 ,56035 ,11642 ,12614 ,36212 ,50217 ,21503 ,146662 ,22617 ,41398 ,37114 ,16767 ,512121 ,20348 ,33425 ,40130 ,120204 
2017-03-03,1791797 ,67522 ,120943 ,17301 ,57727 ,59798 ,34404 ,20279 ,131175 ,29380 ,158504 ,58886 ,11828 ,12844 ,36484 ,49807 ,21522 ,147270 ,22859 ,41238 ,37578 ,16848 ,514098 ,21049 ,33067 ,40196 ,118880 
2017-03-10,1796913 ,67524 ,121004 ,17327 ,58839 ,58825 ,34260 ,20165 ,130669 ,28783 ,157967 ,58272 ,11821 ,12859 ,36517 ,49676 ,21724 ,147420 ,22981 ,41258 ,37459 ,17301 ,518321 ,21637 ,33013 ,40323 ,119323 
2017-03-17,1811580 ,67685 ,123975 ,17262 ,59383 ,58032 ,34578 ,20337 ,131293 ,28904 ,158723 ,59629 ,11822 ,12829 ,36528 ,49352 ,21723 ,147743 ,23043 ,41182 ,37444 ,17544 ,525841 ,23500 ,32619 ,40809 ,119512 
2017-03-24,1828895 ,67581 ,124176 ,16939 ,60107 ,58172 ,34669 ,18724 ,131092 ,28910 ,158524 ,59401 ,11814 ,12818 ,36573 ,49199 ,21512 ,147282 ,23075 ,41269 ,37377 ,17350 ,542206 ,24197 ,34416 ,40760 ,120415 
2017-03-31,1853136 ,67798 ,124293 ,16942 ,64275 ,59025 ,34907 ,18899 ,129968 ,28866 ,159664 ,58735 ,11770 ,12924 ,36586 ,49096 ,21593 ,148700 ,23154 ,41395 ,37258 ,18615 ,558394 ,24464 ,34643 ,40848 ,120196 
2017-04-07,1885342 ,68344 ,124734 ,17717 ,64688 ,57568 ,35079 ,18717 ,131237 ,30502 ,161508 ,60102 ,11867 ,12700 ,36735 ,49376 ,22212 ,150643 ,23226 ,41393 ,40809 ,19745 ,576992 ,24968 ,37100 ,41117 ,120877 
2017-04-14,1897141 ,69161 ,125116 ,17711 ,64683 ,58067 ,35365 ,18758 ,129488 ,30946 ,158285 ,59680 ,11822 ,12989 ,36786 ,49904 ,22900 ,151986 ,23207 ,40984 ,40222 ,20221 ,587252 ,27251 ,37744 ,41203 ,120788 
2017-04-21,1912086 ,68683 ,126073 ,18201 ,67055 ,59496 ,35088 ,18660 ,130394 ,30763 ,156812 ,59863 ,11748 ,12234 ,36875 ,49854 ,22598 ,156821 ,22005 ,41263 ,40328 ,20338 ,593166 ,28527 ,39305 ,41185 ,119869 
2017-04-28,1951791 ,71214 ,125878 ,17416 ,67051 ,61005 ,35240 ,18737 ,129670 ,30815 ,158027 ,58579 ,11632 ,12250 ,36787 ,50057 ,23464 ,157433 ,22135 ,41876 ,40407 ,20644 ,623640 ,30587 ,42794 ,40904 ,119805 
2017-05-05,1961590 ,72113 ,125587 ,17550 ,67170 ,61335 ,35723 ,18803 ,130862 ,30986 ,158908 ,58877 ,11711 ,12365 ,37136 ,50506 ,24184 ,157523 ,22298 ,39676 ,41105 ,20741 ,629259 ,30843 ,42186 ,41400 ,119919 
2017-05-12,1968997 ,72718 ,125378 ,17582 ,67172 ,61153 ,39254 ,7490 ,142283 ,31189 ,158441 ,58416 ,11704 ,12303 ,37077 ,50515 ,24552 ,157175 ,22338 ,43265 ,50857 ,20710 ,631197 ,30833 ,41253 ,41346 ,109800 
2017-05-19,1979278 ,72770 ,126949 ,17288 ,68146 ,61299 ,39453 ,7865 ,145446 ,31355 ,158307 ,58839 ,11350 ,12266 ,37214 ,49690 ,24597 ,158295 ,22872 ,44592 ,50490 ,20664 ,633711 ,30781 ,41175 ,41346 ,109531 
2017-05-26,1982332 ,72736 ,127219 ,16749 ,68560 ,61527 ,39595 ,7442 ,146053 ,31501 ,157853 ,61652 ,11278 ,12280 ,36719 ,50034 ,24574 ,158983 ,22892 ,44713 ,50552 ,19713 ,633975 ,31201 ,41689 ,41346 ,108138 
2017-06-02,1998604 ,72482 ,129056 ,16829 ,69156 ,62417 ,40457 ,10406 ,148158 ,30619 ,159743 ,60828 ,11425 ,12858 ,37118 ,50507 ,24758 ,160703 ,23127 ,45053 ,50884 ,20521 ,637548 ,31472 ,41442 ,41568 ,108682 
2017-06-09,2005776 ,71943 ,128729 ,16684 ,69344 ,63916 ,40525 ,10905 ,148281 ,31002 ,159479 ,60816 ,11316 ,12821 ,37268 ,51150 ,24764 ,160648 ,23127 ,45866 ,51076 ,20570 ,644632 ,31563 ,41508 ,41628 ,107041 
2017-06-16,2012247 ,71699 ,127498 ,17857 ,68852 ,63944 ,40642 ,10537 ,148295 ,31307 ,157567 ,60991 ,11252 ,13198 ,37328 ,50861 ,24414 ,160730 ,24452 ,45977 ,51471 ,21187 ,650917 ,31053 ,41517 ,41028 ,106932 
2017-06-23,2019671 ,70809 ,130985 ,18186 ,69016 ,63053 ,40676 ,7451 ,148276 ,31902 ,156317 ,60982 ,11199 ,13344 ,37433 ,50889 ,24360 ,160690 ,24512 ,45935 ,51729 ,21744 ,658583 ,31025 ,40751 ,41043 ,107023 
2017-06-30,2027302 ,70504 ,130560 ,18165 ,69569 ,63416 ,41054 ,8276 ,148143 ,32006 ,155336 ,62419 ,11204 ,13355 ,37467 ,50764 ,24222 ,161769 ,25351 ,45979 ,52066 ,21599 ,663565 ,31778 ,40640 ,41000 ,107074 
2017-07-07,2049043 ,69419 ,130286 ,18334 ,68117 ,63219 ,41570 ,8633 ,148321 ,32178 ,155441 ,62731 ,11281 ,13567 ,37816 ,50634 ,25523 ,163750 ,25602 ,49588 ,50321 ,23200 ,682158 ,32176 ,40010 ,41256 ,107737 
2017-07-14,2055890 ,69035 ,130000 ,18594 ,68096 ,62773 ,41477 ,8646 ,149482 ,31778 ,152688 ,61346 ,11147 ,13489 ,37761 ,48801 ,25521 ,164865 ,25857 ,49420 ,53221 ,21214 ,690642 ,31457 ,39977 ,41151 ,105993 
2017-07-21,2063076 ,69064 ,131126 ,18538 ,70089 ,66015 ,41407 ,10207 ,149144 ,31832 ,151085 ,61025 ,11091 ,13344 ,37813 ,48680 ,24952 ,171552 ,25968 ,45088 ,53423 ,21775 ,690858 ,31511 ,40665 ,41080 ,104884 
2017-07-28,2070716 ,69706 ,131508 ,19159 ,70329 ,67283 ,41583 ,10131 ,149902 ,31764 ,144753 ,58937 ,11143 ,13290 ,36281 ,48775 ,24974 ,173800 ,26342 ,45617 ,52667 ,22172 ,704296 ,31378 ,36681 ,41335 ,104412 
2017-08-04,2087265 ,70289 ,132481 ,19403 ,70259 ,67474 ,42134 ,8148 ,152569 ,32383 ,145395 ,59938 ,11329 ,13508 ,35740 ,49290 ,25108 ,174049 ,26457 ,46701 ,53924 ,22984 ,713002 ,31646 ,36254 ,41612 ,105576 
2017-08-11,2086077 ,70345 ,133169 ,19423 ,71534 ,67473 ,42141 ,8595 ,153606 ,32654 ,145022 ,60057 ,11104 ,13548 ,36799 ,49078 ,28036 ,174481 ,26457 ,47161 ,53611 ,23110 ,716362 ,31542 ,36200 ,41624 ,98454 
2017-08-18,2088757 ,70316 ,134396 ,19376 ,71915 ,70303 ,42138 ,9531 ,153282 ,33015 ,143912 ,60094 ,11030 ,13530 ,36398 ,48879 ,27973 ,174458 ,27769 ,47776 ,51993 ,22295 ,716001 ,31704 ,35835 ,41620 ,98402 
2017-08-25,2089278 ,69503 ,134156 ,19797 ,71581 ,69439 ,42421 ,9235 ,154728 ,33105 ,144253 ,59891 ,11032 ,13578 ,36317 ,50422 ,27716 ,174543 ,27823 ,47921 ,51864 ,22332 ,715746 ,31685 ,35913 ,41620 ,98249 
2017-09-01,2106155 ,69878 ,134325 ,19831 ,71903 ,69650 ,42327 ,8952 ,156947 ,33489 ,145170 ,58562 ,11183 ,13632 ,37399 ,57977 ,28394 ,174596 ,28039 ,48189 ,52897 ,23015 ,723304 ,32244 ,35634 ,41894 ,99561 
2017-09-08,2113250 ,70476 ,134588 ,19939 ,72138 ,69627 ,41736 ,8332 ,157036 ,34209 ,145211 ,58540 ,11139 ,13644 ,37324 ,57836 ,28294 ,174236 ,28021 ,47821 ,52883 ,22908 ,730528 ,32067 ,35204 ,41876 ,99528 
2017-09-15,2122050 ,71264 ,135237 ,19937 ,72376 ,69018 ,41726 ,8079 ,155993 ,34221 ,145648 ,58518 ,11130 ,13724 ,37126 ,57450 ,28832 ,174244 ,26820 ,47860 ,53138 ,23191 ,739755 ,32136 ,35266 ,41819 ,99353 
2017-09-22,2138330 ,71330 ,132376 ,19967 ,72232 ,68970 ,42046 ,8711 ,155761 ,32374 ,144782 ,58773 ,11023 ,13690 ,36734 ,57205 ,28759 ,174350 ,26844 ,58601 ,53226 ,23230 ,752457 ,32356 ,34832 ,41458 ,98404 
2017-09-29,2140092 ,72755 ,132914 ,20417 ,72429 ,69418 ,42211 ,8749 ,155577 ,32316 ,144242 ,54912 ,10943 ,13734 ,36832 ,57008 ,29153 ,174601 ,26693 ,58602 ,54684 ,23322 ,757776 ,32636 ,34585 ,41354 ,96451 
2017-10-06,2140092 ,72755 ,132914 ,20417 ,72429 ,69418 ,42211 ,8749 ,155577 ,32316 ,144242 ,54912 ,10943 ,13734 ,36832 ,57008 ,29153 ,174601 ,26693 ,58602 ,54684 ,23322 ,757776 ,32636 ,34585 ,41354 ,96451 
2017-10-13,2164657 ,74573 ,133510 ,21241 ,72768 ,69762 ,42175 ,8580 ,157478 ,32599 ,145525 ,52877 ,11113 ,13905 ,36883 ,57587 ,29135 ,175898 ,26737 ,60562 ,55736 ,23440 ,772461 ,33719 ,32836 ,41620 ,97514 
2017-10-20,2152188 ,74684 ,134088 ,21301 ,73107 ,64995 ,42227 ,7182 ,158025 ,32396 ,143464 ,52955 ,11112 ,13898 ,36730 ,57795 ,29002 ,176230 ,26783 ,60273 ,52844 ,23838 ,771090 ,33617 ,31468 ,41569 ,96467 
2017-10-27,2165156 ,75111 ,135547 ,21209 ,73447 ,65078 ,41893 ,7183 ,158337 ,32340 ,143375 ,54097 ,11034 ,14272 ,36703 ,58127 ,28859 ,181290 ,27028 ,60823 ,55048 ,24329 ,775504 ,33861 ,29345 ,41492 ,96234 
2017-11-03,2215417 ,76032 ,137524 ,21228 ,73876 ,68035 ,42882 ,9216 ,160263 ,33003 ,145609 ,55533 ,11520 ,14433 ,35981 ,61056 ,29846 ,183818 ,26856 ,61487 ,57138 ,25166 ,803779 ,35296 ,28121 ,41600 ,97511 
2017-11-10,2216931 ,75863 ,136863 ,21111 ,73909 ,68177 ,43064 ,10253 ,160277 ,32742 ,144965 ,55910 ,11764 ,14240 ,35916 ,61235 ,30356 ,183605 ,26847 ,62217 ,58411 ,25108 ,809091 ,35341 ,27780 ,41137 ,92013 
2017-11-17,2216421 ,75331 ,138668 ,21023 ,72480 ,66722 ,42587 ,10157 ,158864 ,31770 ,143814 ,58244 ,11775 ,13933 ,35942 ,62045 ,30913 ,184439 ,27254 ,61811 ,58288 ,25077 ,810531 ,35255 ,27420 ,41117 ,91283 
2017-11-24,2222393 ,75892 ,138772 ,22103 ,72746 ,65702 ,42392 ,10183 ,160550 ,31854 ,142506 ,58729 ,11797 ,13926 ,36050 ,62454 ,30987 ,185299 ,27423 ,62492 ,58772 ,25783 ,811628 ,35528 ,26935 ,41154 ,91276 
2017-12-01,2246475 ,76725 ,139459 ,22980 ,73003 ,66436 ,42663 ,9248 ,161920 ,32417 ,143392 ,60114 ,12032 ,14062 ,36740 ,56020 ,31933 ,186249 ,27784 ,62974 ,60285 ,26409 ,822964 ,36140 ,25938 ,41326 ,91961 
2017-12-08,2259041 ,76598 ,139962 ,23027 ,73130 ,66505 ,42774 ,6688 ,162754 ,33494 ,143373 ,60913 ,11992 ,13988 ,36596 ,55827 ,31945 ,186391 ,27974 ,62822 ,60186 ,26295 ,835034 ,36299 ,25392 ,41341 ,91957 
2017-12-15,2263748 ,76792 ,140185 ,22780 ,73129 ,66435 ,42745 ,6483 ,162846 ,33564 ,143162 ,60671 ,11992 ,14088 ,36803 ,55758 ,31892 ,186523 ,28100 ,61062 ,60008 ,27167 ,841827 ,36616 ,25733 ,41169 ,91894 
2017-12-22,2257108 ,76934 ,140279 ,22570 ,73139 ,71060 ,42493 ,6244 ,162884 ,34331 ,143369 ,61469 ,11997 ,14122 ,36903 ,55625 ,32089 ,186483 ,28235 ,50412 ,59855 ,27323 ,841392 ,36607 ,25096 ,41089 ,92013 
2017-12-29,2264843 ,78591 ,141939 ,22569 ,73172 ,70755 ,42486 ,4706 ,164625 ,34325 ,142962 ,61505 ,11998 ,14122 ,36967 ,57669 ,32170 ,186479 ,28288 ,50412 ,59913 ,27499 ,843140 ,36907 ,25125 ,41114 ,93108 
2018-01-05,2262518 ,78129 ,141722 ,21834 ,74216 ,70574 ,43088 ,4411 ,165461 ,34609 ,142156 ,61710 ,11935 ,14490 ,37311 ,53406 ,32904 ,187168 ,28465 ,50804 ,60237 ,26534 ,840407 ,37548 ,24584 ,40984 ,93901 
2018-01-12,2251147 ,76360 ,140673 ,22253 ,74262 ,70383 ,43398 ,4242 ,164678 ,34456 ,139102 ,61479 ,11841 ,14559 ,37114 ,53328 ,32734 ,187578 ,28819 ,50909 ,59383 ,26656 ,839458 ,37483 ,24028 ,40921 ,91273 
2018-01-19,2242733 ,76332 ,139898 ,22238 ,74225 ,68997 ,43371 ,4092 ,164663 ,34542 ,137566 ,60816 ,11837 ,14444 ,36939 ,52060 ,32717 ,188624 ,28811 ,51274 ,58996 ,26695 ,837406 ,37478 ,23237 ,40707 ,90656 
2018-01-26,2240523 ,76087 ,139988 ,23574 ,74441 ,69181 ,43521 ,4053 ,165030 ,34904 ,131848 ,60706 ,11813 ,13969 ,36874 ,52101 ,32749 ,188945 ,30722 ,51046 ,58807 ,26766 ,843412 ,36661 ,22541 ,40567 ,89320 
2018-02-02,2231688 ,75691 ,141618 ,23723 ,74357 ,68614 ,43944 ,4072 ,167409 ,35362 ,131908 ,60911 ,12048 ,13803 ,37039 ,52240 ,33304 ,190990 ,32946 ,51549 ,60521 ,27521 ,821430 ,36919 ,23022 ,40561 ,89776 
2018-02-09,2231757 ,75609 ,141583 ,23448 ,74455 ,67046 ,43527 ,3895 ,167565 ,35579 ,131307 ,60660 ,11887 ,13899 ,36978 ,51795 ,33285 ,193060 ,33368 ,51406 ,60058 ,27569 ,818453 ,36993 ,22357 ,39627 ,87920 
2018-02-16,2216737 ,76387 ,140808 ,23210 ,74422 ,67705 ,43083 ,3160 ,167087 ,35466 ,131036 ,60723 ,11676 ,13801 ,37013 ,52313 ,32573 ,193094 ,33992 ,51797 ,62295 ,28148 ,818550 ,36983 ,21990 ,39627 ,72786 
2018-02-23,2206128 ,76485 ,139282 ,22230 ,74396 ,68136 ,41956 ,2828 ,166539 ,34955 ,128779 ,60772 ,11195 ,14403 ,36665 ,52040 ,32617 ,191055 ,34381 ,50839 ,62480 ,26070 ,815164 ,37256 ,20993 ,39627 ,72706 
2018-03-02,2223152 ,77172 ,140517 ,22455 ,74778 ,68233 ,42134 ,3217 ,167286 ,35937 ,129619 ,61732 ,11266 ,14576 ,36445 ,56080 ,31794 ,191570 ,35079 ,51365 ,63660 ,26531 ,824331 ,37846 ,21484 ,39647 ,72092 
2018-03-09,2215060 ,77473 ,139174 ,23361 ,74119 ,68092 ,41995 ,2428 ,166887 ,35847 ,129644 ,58755 ,11059 ,14665 ,36298 ,55863 ,31990 ,191766 ,35079 ,51587 ,63557 ,26356 ,820753 ,38061 ,20904 ,39592 ,72093 
2018-03-16,2214318 ,77273 ,139220 ,23129 ,74177 ,69009 ,42170 ,2786 ,166499 ,35850 ,128048 ,59185 ,11037 ,14789 ,35984 ,55780 ,31839 ,191708 ,35559 ,51968 ,63522 ,25567 ,823689 ,38384 ,20709 ,39512 ,70763 
2018-03-23,2218285 ,76183 ,139799 ,22802 ,74287 ,69706 ,42348 ,2729 ,165458 ,35752 ,126203 ,59005 ,11022 ,14801 ,36219 ,56261 ,30676 ,190942 ,35993 ,54822 ,63582 ,25472 ,827052 ,39176 ,19992 ,39406 ,71550 
2018-03-30,2213551 ,76239 ,139209 ,22594 ,74060 ,70819 ,42308 ,2703 ,165669 ,34994 ,124078 ,58984 ,10991 ,15030 ,36162 ,56181 ,31817 ,192994 ,35993 ,50913 ,63514 ,25479 ,829183 ,39371 ,18497 ,39400 ,71388 
2018-04-06,2227323 ,76997 ,140575 ,22782 ,74661 ,73211 ,42865 ,3323 ,166549 ,35680 ,124047 ,58874 ,11293 ,15694 ,36585 ,56812 ,32451 ,194113 ,36314 ,52521 ,63839 ,26261 ,835051 ,40280 ,17499 ,39538 ,68591 
2018-04-13,2221259 ,76708 ,139748 ,19487 ,74269 ,72013 ,42644 ,2912 ,165673 ,35742 ,122342 ,59860 ,10926 ,15959 ,36443 ,56408 ,32627 ,194514 ,36499 ,52383 ,63600 ,25351 ,838409 ,41650 ,16004 ,39233 ,68584 
2018-04-20,2215644 ,76951 ,139602 ,18914 ,74262 ,72058 ,42615 ,2372 ,163817 ,36836 ,120379 ,59902 ,11717 ,15952 ,36284 ,56143 ,32578 ,196673 ,36509 ,51484 ,62659 ,25431 ,841087 ,42133 ,15479 ,38801 ,64765 
2018-04-27,2247322 ,75390 ,139344 ,18259 ,77325 ,75575 ,43075 ,2362 ,164065 ,36466 ,114090 ,56607 ,11765 ,15645 ,36044 ,57807 ,31659 ,200225 ,36590 ,51491 ,61146 ,25493 ,877629 ,43433 ,11376 ,38315 ,63095 
2018-05-04,2252262 ,75863 ,137637 ,18326 ,77291 ,76750 ,43599 ,2460 ,164965 ,36208 ,114129 ,59495 ,12245 ,15752 ,36084 ,58003 ,30802 ,201220 ,35947 ,52050 ,58204 ,25866 ,879510 ,44186 ,11094 ,37597 ,64789 
2018-05-11,2258408 ,76195 ,138647 ,18437 ,77094 ,76972 ,44354 ,2895 ,165515 ,36406 ,114444 ,60050 ,12020 ,15641 ,36423 ,57158 ,29871 ,202014 ,36477 ,51879 ,60803 ,26035 ,879712 ,44085 ,10850 ,37131 ,64153 
2018-05-18,2254695 ,74148 ,137067 ,19631 ,77635 ,78251 ,44373 ,4308 ,166556 ,36519 ,116293 ,60171 ,11884 ,15474 ,36527 ,56397 ,29831 ,201948 ,37309 ,49794 ,61210 ,24405 ,882023 ,44117 ,11270 ,37160 ,58250 
2018-05-25,2252295 ,73884 ,136252 ,19902 ,77604 ,77005 ,45342 ,4067 ,166274 ,36215 ,115878 ,60168 ,11902 ,15429 ,36447 ,56257 ,30577 ,202139 ,37436 ,49328 ,61105 ,24422 ,883307 ,44141 ,10743 ,37211 ,58553 
2018-06-01,2275257 ,74583 ,137801 ,21201 ,78188 ,79072 ,45500 ,4608 ,168067 ,36405 ,117166 ,62453 ,12067 ,15801 ,36865 ,57588 ,31365 ,202933 ,37971 ,50643 ,63047 ,24638 ,886440 ,44756 ,10488 ,37379 ,60912 
2018-06-08,2273340 ,74324 ,136764 ,21207 ,78252 ,79243 ,45343 ,5016 ,167602 ,36443 ,117134 ,63147 ,12084 ,15427 ,36844 ,57566 ,31069 ,202915 ,38478 ,50918 ,62916 ,24733 ,885480 ,44795 ,10374 ,37219 ,60367 
2018-06-15,2271599 ,74131 ,136092 ,21289 ,78589 ,78063 ,45108 ,5089 ,167481 ,36431 ,117075 ,63464 ,12323 ,15456 ,36798 ,57563 ,30804 ,203204 ,38610 ,50874 ,62146 ,24640 ,883919 ,44890 ,9491 ,37137 ,61073 
2018-06-22,2262407 ,73849 ,135660 ,21678 ,78529 ,77191 ,33530 ,4901 ,167372 ,36349 ,117173 ,64301 ,12289 ,15482 ,36885 ,57544 ,30993 ,203788 ,38745 ,50824 ,62289 ,25019 ,886408 ,44825 ,9150 ,37042 ,60713 
2018-06-29,2255846 ,73550 ,135506 ,21681 ,75432 ,77175 ,33724 ,4901 ,166864 ,36219 ,116951 ,64491 ,12295 ,15440 ,35033 ,57182 ,30745 ,204362 ,38711 ,50844 ,62033 ,25296 ,884632 ,44905 ,8990 ,37100 ,61029 
2018-07-06,2277548 ,74867 ,137310 ,21732 ,77460 ,74692 ,44746 ,4939 ,168409 ,36615 ,117222 ,65030 ,12190 ,15555 ,35742 ,59920 ,31889 ,205629 ,36949 ,51455 ,62444 ,26077 ,884608 ,45030 ,7703 ,37572 ,62465 
2018-07-13,2262515 ,73409 ,129899 ,22464 ,77558 ,74358 ,44832 ,4722 ,167318 ,36501 ,115720 ,66506 ,12116 ,15559 ,35632 ,59325 ,32158 ,205739 ,37013 ,49889 ,62176 ,25821 ,884111 ,44572 ,6041 ,37599 ,60687 
