DPS,EBIT,FCF,NetDebt_to_Sales,DPS_E,EBIT_E,DPS_Derection
400,6862.44,-19995.79,46.61,405,7432.82,-1
1500,7175.69,10134.03,13.57,875,5835.81,-1
1500,7351.04,-1041.59,26.74,1509,7873.79,-1
3000,7367.61,-6195.61,3.27,3669,7858.71,-1
,7383.13,17394.61,22.44,17,8706.93,-1
400,7407.33,-9056.38,25.34,457,9216,-1
600,7535.04,3316.22,12.51,772,10334.67,-1
2000,7636.22,4389.75,12.58,1382,11080.91,-1
2650,7817.64,5860.76,10.08,4565,16561.86,-1
2400,8080.98,2216.04,3.39,2669,10029.71,-1
2400,8176.04,16846.6,20.1,1719,11018.62,-1
8550,8247.94,6036.24,13.97,7855,12971.64,-1
400,8262.95,8434.1,27.21,428,8865.82,-1
800,8393.43,97086.4,48.52,1873,13681.45,-1
500,8399.89,102.58,14.38,566,11264.64,-1
2000,8537.13,23278.43,48.5,1956,10676.63,-1
18500,8614.27,-948.91,28.91,14750,15880.25,-1
2400,8716.18,3510.39,3.32,2525,9599.82,-1
500,8892.67,-4802.63,71.08,500,10612.85,-1
,8988.55,26217.59,115.97,1606,11717.85,-1
1750,9038.73,5292.29,19.11,1581,9865.67,-1
5000,9636.38,5737.37,8.66,2500,9668.39,-1
550,9790.14,-16548.05,50.98,645,11520.53,-1
500,9861.05,1037.11,13.51,520,12177.87,-1
500,10153.87,-13557.87,334.41,,,-1
5000,10163.47,7141.32,59.04,3917,11630.67,-1
750,10260.89,1477.77,54.31,800,14900.94,-1
3200,10306.36,4884.05,4.94,3339,11881.27,-1
1000,10675.76,522.87,34.36,1077,16790.84,-1
1131,11020.4,8424.23,9.38,1434,14388.57,-1
1120,11133.89,-1845.69,53.07,1867,11878.03,-1
250,11444.73,20679.96,24.76,70,11358.92,-1
1500,11483.82,7071.6,24.52,1345,13410.88,-1
900,11574.75,-1040.59,12.34,1015,17381.17,-1
2800,12058.64,7309.72,2.68,3075,9953.82,-1
402,12153.42,14942.9,16.92,451,14034.52,-1
2728,12396.99,-41465.04,102.59,1802,13803.67,-1
1350,12529.13,2643.2,40.9,1417,15703.5,-1
1100,12615.22,7763.24,30.23,1133,14356.11,-1
3000,12642.23,-1809.37,10.06,874,13140.72,-1
511,13254.78,14877.61,65.57,490,17487.2,-1
750,13675.5,5051.89,60.26,753,15454.77,-1
5900,13732.65,-12865.61,23.19,7293,20286.73,-1
1000,13752.86,9893.18,28.98,1081,15632,-1
3400,14067.53,29883.33,80.72,3136,49061.2,-1
2000,14337.22,5071.66,42.34,2375,14745.44,-1
750,14453.65,10657.84,72.32,703,15118.38,-1
750,14641.42,11353.85,80.19,750,16826.47,-1
1500,14674.68,-11065.85,48.42,1440,16538.95,-1
1750,14701.01,4425.37,11.84,1909,17295.81,-1
2500,16111.19,21286.03,20.59,1471,15357.42,-1
1910,16718.24,10542.96,38.55,1829,16766.56,-1
500,16801.95,19268.11,12.4,298,18462.14,-1
10000,17080.06,10760.52,44.61,9800,20629.24,-1
9400,17300.49,15439.26,42.52,9412,20504.94,-1
4000,17430.44,7563.17,13.01,4133,23128.21,-1
10000,18053.59,-11079.89,33.89,7553,34061.26,-1
4500,18235.68,11578.55,13.16,4247,21343.87,-1
,18724.93,2700.83,27.54,,20145.5,-1
3500,19448.12,12154.06,6.27,2715,18451.99,-1
1000,19455.23,1260.21,6.03,1175,19513.04,-1
5000,19919.2,9577.46,13.99,4579,21123.6,-1
2410,20532.97,1949.36,37.05,2770,23497.3,-1
3800,21409.42,13764.93,21.27,4144,22081.88,-1
9400,21715.43,24647.36,26.45,9022,26797.53,-1
650,22306.08,21450.89,42.67,117,16924.06,-1
1150,22349.62,34946.58,6.65,998,22615.19,-1
6000,22460.7,-20028.9,18.88,6398,25638.43,-1
9400,22956.13,21852.09,37.41,9473,24580.89,-1
3000,23946.71,-170757.68,88.65,4165,67594.79,-1
8000,24030.35,46854.42,36.75,9139,36968.5,-1
4000,24221.65,-91847.91,75.72,4259,39091.6,-1
1100,24614.8,-9096.26,15.31,1235,27034.88,-1
4000,25442.54,11242.45,31.65,2789,24575.21,-1
1000,25725.49,-11065.89,9.98,799,30552.22,-1
4000,28187.58,1287.14,11.14,4215,32510.36,-1
4000,28399.21,6785.32,10.79,3796,31292.23,-1
6000,29284.57,9254.58,11.85,5976,31432.31,-1
10500,29297.21,9664.63,26.63,5024,30183.86,-1
150,30889.9,18499.11,37.7,,19159.27,-1
8000,31479.98,34586.21,22.68,10038,57712.94,-1
700,31771,14592.28,7.02,700,37025.21,-1
1500,32266.17,20379.67,5.85,1414,35268.71,-1
,33797.85,26789.05,32.12,41,40916.33,-1
4000,36055.05,-163235.89,77.71,4297,47331.1,-1
8000,36531.08,5981.47,39.26,9712,43904.39,-1
10000,43082.75,26518.35,12.4,8482,48919.52,-1
4000,45746.67,-85036.67,74.71,4293,56778.62,-1
8000,46218.34,25519.77,34.88,8342,49875.28,-1
5000,46837.94,18529.98,37.3,5142,66071.23,-1
8000,48597.6,5477.7,65.2,,,-1
12000,50263.7,-26936.92,34.66,11474,50298.59,-1
10000,50470.46,-8946.07,28.21,9241,54412.36,-1
3000,50656.85,31785.12,13.77,1548,59988.1,-1
500,53361,18517.26,20.31,409,42049.55,-1
4000,57450.27,34442.69,36.32,4350,64289.02,-1
8000,59428.55,35061.41,0.14,5750,74064.02,-1
8000,63485.28,40806.72,0.11,7280,100296.85,-1
3000,75499.86,-105656.91,60.81,2210,80612.68,-1
1950,83154.97,-97976.99,54.97,1982,93022.88,-1
1900,84406.01,-46585.39,53.56,1880,97623.64,-1
1540,124103.4,31466.76,44.54,1530,128032.78,-1
1000,137213.26,30549.68,13.85,1432,163687.44,-1
1500,208437.5,29503.93,13.06,1633,170145.83,-1
20000,250250.71,102347.71,5.46,19765,228516.23,-1
1416,277685.09,262671.62,7.99,1542,378042.18,-1
28500,292406.72,188416.82,7.57,30656,357166.29,-1
2994,359938.76,198711.01,8.54,1592,466298,-1
14300,367850.13,202262.85,4.88,11990,409258.61,-1
1444,516338.56,86575.02,6.58,1764,551608.82,-1
,-23592.76,-13234.09,152.13,,,1
,-22021.87,-28215.53,74.7,,-7354.84,1
,-14543.34,-10312.61,43.81,94,1050.96,1
,-10991.46,12478.52,36.09,1134,7545.88,1
,-10280.47,-15187.92,16.19,2206,2109.89,1
1000,-9263.33,-26804.7,18.28,900,64.67,1
,-8773.58,-8747.45,59.02,,,1
,-5670.51,-3206.71,19.7,740,-693.85,1
,-4880.99,-7107.65,47.69,700,-1183.42,1
,-4672.42,-5937.84,24.76,,4851.48,1
,-3018.3,-3058.09,538.11,,,1
150,-2897.04,-726.93,12.74,1320,4777.92,1
,-2819.05,-3255.12,11.71,,-878.33,1
,-2446.64,-7484.49,34.27,52,4899.8,1
,-2366.81,-973.87,95.32,54,1306.77,1
,-2273.49,-17314.52,63.69,38,15133.56,1
,-2039.92,-2546.26,131.7,,,1
,-2039.64,-1247.76,302.46,,,1
,-1985.19,-347.89,47.97,,,1
,-1944.43,-1951.53,,,,1
,-1928.84,-6545.14,64.78,35,938.43,1
,-1908.76,-588.68,337.74,,-778.04,1
200,-1657.15,-2759.78,70.57,,,1
,-1516.15,-60.06,86.56,71,-259.39,1
,-1272.94,135.26,618.94,600,-137.2,1
,-1252.91,-16374.34,16.86,269,1892.01,1
,-1158.47,9622.17,63.54,,17514.56,1
,-1148.67,-725.89,409.26,538,-292,1
10000,-1089.19,76.85,9.9,10000,53,1
,-981.21,-486.79,4.36,,,1
,-954.03,-695.51,56.78,,,1
,-841.34,-364.72,106.24,,,1
,-769.38,-2916.81,3.74,,-269,1
1000,-767.34,-906.99,4.18,,,1
,-727.95,-579.49,81.34,,,1
,-695.74,-2912.23,149.18,,898.21,1
,-652.76,-1699.59,6.69,,101.86,1
,-582.33,-82.22,101.77,,,1
,-562.15,361.3,97.81,,,1
,-555.35,-723.85,41.51,,,1
,-554.04,-10900.13,26.1,173,1232.59,1
,-456.9,-46.08,56.7,,,1
,-445.58,-1112.4,89.36,,,1
,-416.1,-106.65,139.97,,,1
,-389.77,-632.28,122.66,,,1
,-378.43,-5840.92,78.42,100,-138,1
,-364.72,-618.51,117.66,,,1
,-325.89,-165.77,684,200,292,1
,-320.1,499.3,78.55,,,1
,-312.45,-210.63,115.33,,,1
,-295.63,-234.55,83.79,,,1
,-293.81,-314.71,76.56,,,1
,-285.5,-521.15,47.76,,,1
80,-283.12,205.18,14.6,115,62,1
100,-280.27,21.57,15.54,125,133,1
,-274.34,-963.64,47.54,,,1
,-270.39,-258.54,44.48,,,1
,-255.58,-90.31,253.11,,,1
60,-239.58,-144.28,45.64,,,1
500,-233.43,-358.59,12.72,500,236,1
50,-228.43,-469.26,29.87,100,184,1
,-223.79,27.67,11.62,,,1
25,-210.87,-289.8,35.4,,,1
,-209.02,53.93,93.02,,,1
100,-206.58,-201.84,491.65,,,1
,-192.43,-3895.47,44.51,,191.43,1
,-189.59,-1128.56,0.84,,,1
,-178.87,-58,5.88,,,1
,-167.27,-585.16,23.77,63,43.43,1
,-165.32,-140.43,135.58,,,1
,-156.95,-415.55,35.5,,,1
,-154.66,-1120.43,153.62,,,1
,-153.99,-290.35,70.92,,,1
,-151.54,-511.38,170.34,,,1
,-147.78,-360.13,22.06,,,1
,-146.18,-297.9,2.58,,,1
,-141.83,-219.44,95.64,,,1
,-139.94,-213.72,70.35,,,1
,-137.85,-54.83,113.71,,,1
,-131.86,-175.3,91.17,,,1
,-129.83,-153.49,23.28,,,1
40,-129.78,-215.68,44.49,,,1
,-122.98,-733.81,33.44,1000,39,1
,-122.32,-298,37.76,,,1
,-117.22,-113.28,76.54,,,1
1500,-113.17,-2976.73,34.54,1460,2122.49,1
500,-107.04,48.65,12.68,500,203.43,1
,-106.68,-358.69,91.25,,,1
,-105.59,-4684.39,135.58,,,1
,-101.24,-111.59,27.16,,,1
350,-100.4,-408.88,21.68,,50,1
,-96.74,-462.66,42.48,,,1
,-95.94,-1530.28,212.65,,273.84,1
,-88.63,-285.16,1.84,,,1
740,-86.07,-246.05,,,,1
25,-86.03,-2014.22,2900.15,,,1
30,-85.88,-1099.99,37.98,,,1
,-85.57,-147.45,2.3,,,1
,-84.86,-201.68,31.57,,,1
,-83.56,-131.66,102.25,,,1
70,-80.29,178.5,40.54,,,1
20,-78.33,-79.69,,,,1
,-78.14,79.5,30.74,,,1
,-75.42,-137.85,27.4,,,1
,-75.32,-127.87,32.04,,,1
400,-72.29,-620.73,93.01,,,1
100,-72.18,-63.35,98.66,,,1
35,-71.47,-301.19,20.11,,,1
,-68.86,-161.95,56.27,,,1
,-68.42,31.59,16.89,100,299.5,1
,-67.79,-294.85,6.3,,,1
100,-66.79,-670.13,19.67,,,1
7,-65.66,36.64,37.04,,,1
,-64.71,-198.19,28.69,,,1
,-64.47,-234.06,40.28,,,1
200,-64.1,-98.37,8.65,,,1
,-63.7,-871.29,1.38,,,1
,-63.27,-411.47,93.62,,,1
,-61.99,-107.86,10.62,,,1
,-61.57,-42.22,62.09,,,1
,-60.32,-378.54,57.03,,,1
100,-49.59,-260.3,24.15,,,1
1750,-49.41,374.19,4.45,,,1
,-48.18,-459.87,18.59,,,1
,-47.98,-251.59,15.15,1500,,1
,-45.58,-67.34,1.57,,,1
,-45.51,-3.76,446.57,,,1
200,-45.08,453.92,47.62,,,1
1000,-43.77,433.16,488.2,1056,1533.78,1
,-41.52,-751.25,41.7,,,1
60,-41.23,-52.04,19.37,75,41.04,1
120,-40.09,-42.38,,,,1
20,-39.82,-65.58,,,,1
,-38.48,-87.88,10.84,,,1
,-37.99,-169.1,4.39,,,1
,-36.27,-225.75,4.11,,,1
1000,-35.68,-127.85,8.24,,,1
,-34.11,-68.82,19.3,,,1
,-32.98,-118.5,29.31,,,1
180,-32.63,-256.86,39.76,,,1
350,-31.58,-334.9,124.2,,,1
,-31.05,-81.41,260.63,,,1
,-29.58,101.36,33.41,,,1
,-27.53,-75.22,12.09,,,1
100,-27.33,-135.12,21.31,,,1
,-25.69,-144.93,33.4,,,1
50,-24.96,-6.53,0.44,,,1
,-22.8,-25.82,59.71,,,1
,-21.22,-175.8,29.06,,,1
6000,-17.94,-1974.71,583.7,6238,3455.37,1
,-17.38,-94.69,102.44,,,1
,-14.58,-92.63,112.04,,,1
,-14.11,-109.04,16.29,500,141,1
,-13.96,-39.29,72.33,,,1
,-13.73,-88.74,32.06,425,261,1
10,-12.59,-300.48,40.28,,,1
,-11.74,-64.33,,,,1
,-11.46,-80.42,17.33,,,1
,-10.01,-2042.28,170.82,,,1
750,-9.79,69.5,1.21,,,1
200,-9.54,83.9,4.51,,,1
20,-8.22,-56.28,16.12,,,1
300,-6.82,-243.88,16277.49,,,1
150,-5.34,44.79,45.39,,,1
1375,-3.92,-361.15,47.35,,,1
,-2.37,-301.92,34.82,,,1
,-2,-14.14,0.41,,,1
,-1.39,0.77,7.68,,,1
,-0.9,-4946.35,388.3,157,-905.95,1
,-0.89,-149.38,25.54,,,1
1250,-0.63,-293.59,92.35,,,1
,1.81,-27.62,32.66,,,1
250,2.48,-19.73,6.84,,,1
,2.85,-37.14,,,,1
1500,3.05,-63.12,0.37,,,1
,3.69,136.36,101.67,,,1
1000,4.17,-1548.97,4.03,,,1
500,4.25,-12.95,,1052,293.38,1
50,5.11,-231.85,35.21,,,1
1250,5.53,-494.61,14.26,,,1
,5.64,-254.39,37.96,,,1
50,6.52,-51.24,30.76,,,1
300,6.88,60.76,55.17,,,1
,7.04,-105.85,164.59,,,1
400,7.77,-111.28,47.57,,,1
500,8.11,-357.28,48.02,500,178.34,1
,8.15,-75.45,24.97,,,1
100,8.24,-484.83,27.78,,,1
,8.3,-4.42,15.44,,,1
1250,8.49,868.66,2.69,1250,290,1
2500,9.38,-799.78,27.2,,,1
300,10,-285.75,0.03,312,458,1
250,10.57,9.29,,,,1
,11.03,-362.32,25.13,,,1
170,11.33,-218.74,32.48,300,132,1
,11.49,-170.33,45.72,,,1
,12.09,-84.42,83.87,,,1
300,13.2,-170.24,1.94,,,1
200,14.03,-3.15,9.09,,,1
15,14.38,-74.02,44.52,,,1
400,15.13,-21.87,2.73,,,1
250,15.45,-1059.55,145.18,,,1
50,15.49,-184.09,34.96,,,1
,15.58,-51.89,1.07,,,1
,16.64,-234.64,69.36,,,1
550,16.97,-413.88,1.09,,,1
150,18.14,-189.75,21.09,,,1
50,18.31,-63.3,15.16,,,1
,18.34,-219.92,26.48,,80,1
,19.64,-36.21,9.48,,,1
200,19.85,-70.71,311.22,,,1
150,20.4,-209.6,9.56,,,1
70,20.62,32.3,2.72,,,1
,21.76,266.03,77.67,,,1
50,23.41,11.38,43.98,,,1
750,24.54,-52.43,,,,1
1250,24.72,-800.34,21.98,,,1
,24.93,-126.76,8.07,,,1
358,25.8,28.94,12.73,,122.63,1
750,25.9,-287.8,,,,1
750,25.9,67.98,,,,1
,26.34,-2194.8,37.42,,,1
10,26.79,-626.39,55.68,,,1
,27.9,146.82,22.69,,,1
,28.07,78.23,94.62,,301,1
,28.78,68.12,67.58,,,1
50,29.37,-80.35,35.91,,,1
,30.21,-547.4,97.74,,,1
160,30.45,-252.06,24.78,,,1
60,32.02,-6.65,6.68,,,1
,32.93,-85.43,25.16,,,1
150,33.72,-32.82,16.73,,,1
,35.13,-281.74,23.01,,,1
150,35.51,-50.38,4.91,200,132.75,1
,36.44,-232.3,52.82,,,1
150,36.5,-173.8,44.52,,,1
200,36.55,-52.64,31.88,200,575,1
50,36.91,-855.99,65.77,,,1
100,36.94,142.69,8.73,90,150.6,1
900,37.27,-35.72,,,,1
100,37.55,13.31,10.14,,,1
,39.06,56.42,39.09,,,1
,39.53,62.3,79.66,,,1
150,40.28,32.22,12.7,,,1
175,41.64,-125.5,10.65,,,1
100,41.71,34.98,19.57,,,1
,42.26,-310.76,89.66,,,1
500,42.88,-1927.6,28.95,916,1103.83,1
250,44.15,-2.37,77.51,,,1
150,45.53,-211.37,4.81,300,232.33,1
,46.01,-72.4,22.66,,,1
50,46.47,-124.2,22.23,,,1
100,47.33,-179.42,116.07,,,1
500,47.77,-849.22,9.23,500,337.5,1
100,47.77,-17.58,9.46,,,1
150,48.67,-555.6,28.51,,,1
,48.75,-75.48,22.88,,140,1
410,48.78,102,10.41,,,1
120,49.59,24.98,1.21,,,1
100,49.6,-160.89,0.23,177,85.72,1
,50.01,-679.81,67.75,,,1
50,50.33,-80.52,2.51,,,1
1000,50.8,-444.13,,,,1
,51.61,-46.94,59.99,,,1
50,52.2,-592.85,53.06,,,1
80,53.4,58.81,1.87,,,1
450,53.6,-680.15,27.05,,,1
60,54.48,-78.12,3.01,,,1
300,54.67,-280.73,,300,326.99,1
100,54.71,-328.94,13.96,,,1
,54.74,-120.82,,,72.75,1
50,54.82,-72.7,35.96,,,1
,55.61,-157.47,114.35,,,1
,56.02,-27.35,56.13,,,1
,57.07,-500.09,40.59,,210,1
100,58.27,-115.27,5.67,,,1
,58.27,63.03,59.68,,,1
50,58.83,-54.9,26.81,,75,1
200,59.1,139.56,17.99,,,1
1500,59.63,-21.07,0.24,,,1
50,59.9,-19.96,40.14,,,1
50,60.38,33.76,22.46,,,1
,61.04,-965.75,38,,,1
100,61.94,-19.16,29.43,,,1
50,62.44,-2326.01,45.08,,,1
,62.47,-654.68,38.63,,,1
,62.48,-366.54,31.16,,498,1
100,62.88,50.91,,,,1
375,63.61,-52.83,2.04,,,1
125,63.64,73.19,16.51,,,1
500,63.76,-86.68,37.94,,,1
,64.06,53.74,12.65,,,1
15,64.24,28.54,12.07,,,1
,64.38,5.31,25.46,,,1
,64.56,-116.26,17.98,,,1
60,64.64,-754.49,37.53,,,1
150,65.04,-39.02,15.88,,,1
100,65.15,-40.89,17.47,,,1
400,65.53,-281.06,29.95,500,427,1
,65.55,-298.86,25.05,,,1
185,66.37,-71.01,,,,1
600,67.16,-47.32,53.46,450,62,1
,68.21,40.37,22.56,,,1
900,68.27,49.22,1.33,,,1
,68.47,-151.23,48.33,,100,1
150,68.62,-254.46,15.73,,,1
,68.88,-2803.31,77.03,,669,1
35,70.07,-98.07,27.52,,,1
150,70.12,-161.18,61.84,,,1
,70.16,-34.74,4.42,200,108.94,1
180,70.27,-12.61,0.11,,,1
45,70.99,-1390.96,44.72,50,1010,1
750,71.61,-26.65,7.65,,,1
,72.24,46.13,42.6,,,1
,72.54,55.44,124.49,,,1
60,73.9,75.44,6.04,,,1
50,74.12,-567.69,34.45,,,1
60,74.59,-17.6,8.61,,,1
1000,74.6,-5015.82,83.16,1250,313.13,1
150,76.64,-12.98,18.78,,,1
250,76.76,9.98,,,,1
500,78.12,-1116.96,18.31,567,400.25,1
,78.63,-113.78,33.29,,,1
125,78.84,-30.56,25.82,185,123,1
450,79.45,-117.82,58.35,,,1
190,79.61,-10.53,0.1,,,1
120,79.99,-122.72,10.44,100,190,1
100,80.68,-89.84,22.5,110,172.64,1
300,81.12,24.69,21.69,,,1
,81.49,16.41,60.85,,,1
60,81.6,-277.85,,283,192.19,1
,81.65,44.7,18.25,,,1
500,81.73,-45.94,10.48,,,1
750,84.4,72.68,18.84,,,1
250,84.63,-169.5,69.96,,,1
600,85.39,-59.38,,,,1
50,85.64,-68.21,19.04,,,1
100,86.02,7.4,9.09,,,1
220,86.91,-6.14,41.54,,,1
200,87.81,-659.79,16.81,,293.5,1
100,87.93,60,9.59,,,1
30,89.47,-87.32,98.59,,127,1
375,89.55,-125.24,,,,1
125,90.11,12.9,11.03,150,185,1
8,90.3,-176.39,64.38,,,1
250,90.3,-131.78,,339,171.37,1
350,90.62,-93.19,17.75,,,1
300,90.96,-246.89,5.5,,,1
,91.73,-219.69,4.25,,,1
150,93.03,-79.84,23.13,,,1
,93.1,-322.91,64.5,,,1
20,93.55,-129.25,67.61,20,182.5,1
,94.42,-438.5,43.99,,,1
250,95,67.9,18.88,,,1
140,95.49,-37.13,6.8,,,1
120,95.51,-143.68,2.25,,,1
150,96.78,96.27,33.97,,,1
300,96.96,73.66,0.54,,,1
200,97.02,-8894.02,69.44,467,5633.33,1
1100,97.05,84.75,9.32,,,1
100,97.39,-176.33,46.07,,,1
750,97.89,-84.88,,546,212.96,1
60,99.61,-200.58,9.89,60,153.45,1
,99.82,-119.12,6.63,,,1
300,100.04,29.69,43.34,300,189.05,1
,100.27,-295.99,47.79,,,1
2000,100.3,-498.39,49.39,,,1
300,100.8,285.68,186.61,,,1
,100.99,-223.12,1.31,,112,1
450,102.37,-224.35,23.32,450,200,1
80,102.88,-624.01,41.69,100,389.42,1
100,103.17,53.19,19.86,,,1
175,103.24,-138.62,22.09,,,1
750,103.24,-47.76,3.69,,,1
300,103.33,-94.74,,355,138.75,1
100,104.15,223.96,20.96,,,1
,104.22,-280.56,19.5,500,42.83,1
250,104.3,15.97,5.66,,,1
600,106.27,-103.03,12.99,,241,1
400,106.81,286.72,197.64,,,1
370,107.74,73.3,21.47,,,1
20,108.5,23.91,28.27,,,1
,109.52,-42.96,178.66,,,1
375,109.52,59.37,,,,1
100,109.6,-220.69,41.37,,,1
100,110.58,-260.57,40.52,,194,1
60,111.41,36.89,29.94,,,1
200,112.47,28.85,0.83,200,148.69,1
125,112.49,0.11,25.24,,,1
110,112.59,-39.17,,,,1
,112.73,-336.4,26.03,,,1
300,113.21,24.67,20.43,,,1
375,113.96,-428.05,24.18,,,1
25,114.04,44.83,1.86,,,1
175,114.2,-40.28,3.77,,,1
400,115.14,126.73,37.43,450,315.1,1
800,116.23,-318.11,29.94,,,1
70,117.03,85,15.22,,111,1
80,117.63,89.37,12.56,,,1
70,118.72,164.85,21.12,60,225.08,1
400,119.11,-135.98,5.03,,136.93,1
100,119.37,-86,4.6,,,1
,119.82,-154.85,67.35,,183,1
,120.05,-842.33,35,3,348.1,1
150,120.72,-434.11,22.69,,,1
500,121.35,102.49,4.2,,,1
300,121.66,106.14,,361,220.69,1
200,122.13,-357.76,1.62,200,271.5,1
200,122.34,-121.94,36.38,,,1
150,122.35,-205.09,7.41,,,1
100,123.88,-39.55,21.79,,,1
,124.38,-241.69,41.06,,226,1
70,125.52,-10.02,27.32,73,288,1
,125.71,-510.19,63.97,,,1
130,126.85,96.09,19.66,,,1
1500,127.07,3.5,38.62,,,1
250,127.37,89.21,9.05,,,1
225,127.51,-31.82,11.34,300,224,1
150,127.82,-32.24,5.73,,,1
170,128.74,22.65,28.95,,,1
400,129.31,-204.46,36.19,500,306.62,1
25,130.36,-37.25,103.67,145,377.17,1
500,130.61,180.95,100.3,,,1
240,130.7,-95.24,56.17,250,174.69,1
300,130.92,-104.53,5.47,300,385.71,1
50,131.24,-144.04,52.65,,,1
90,132.18,-5.44,4.45,,,1
2200,132.48,-96.91,27.55,,,1
750,132.7,-179.74,36.29,,,1
100,132.7,-71.01,37.36,75,173.94,1
1500,132.87,18.9,7.85,,160,1
50,133.65,-234.18,71.98,,,1
,134.03,-744.63,12.67,,605,1
50,134.26,-93.47,12,,,1
15,134.36,-918.78,94.53,,473.33,1
500,134.61,-113.5,10.37,400,303.33,1
100,134.65,-466.1,24.53,,,1
1000,135.65,-20.75,0.64,,,1
50,136.38,-650.35,89.85,,,1
600,136.4,-4148.05,10.04,1333,947.46,1
,137.25,19.94,53.54,,,1
100,137.25,88.86,0.16,,,1
150,138.98,-334.78,12.51,,,1
200,139.66,-38.38,17.48,,241,1
65,140.18,5.55,2.24,49,209.77,1
650,140.5,129.79,58.41,,206,1
625,140.67,-313.85,35.05,,313,1
,141.01,-129.91,58.46,57,327,1
60,142.03,-142.83,23.31,,,1
500,142.73,496.86,286.04,,,1
130,143.5,-26.74,33.53,,,1
,143.95,-677.52,59.28,,203.89,1
150,144.26,-389.04,110.78,280,304,1
1500,144.52,726.68,320.01,,,1
142,144.91,2.84,31.82,69,161.29,1
1500,145.27,15.93,0.68,,,1
1000,145.32,56.96,27.22,1000,445.88,1
110,146.41,93.16,12.92,120,320,1
,146.81,293.33,0.56,,,1
750,147.15,131.15,9.27,1000,179.89,1
600,147.75,-421.86,13.37,,,1
50,148.38,-306.99,15.22,,,1
134,148.5,-149.96,8.1,210,288,1
95,149.19,79.82,19.28,,,1
250,150.27,67.18,9.01,,,1
300,150.73,150.9,21.84,,,1
218,151.2,-130.43,6.4,,,1
250,151.78,78.79,16.63,,,1
250,152.55,43.71,11.12,,,1
90,153.7,-203.15,10.47,100,177,1
100,154.58,-216.06,22.38,,,1
,155.16,-12.88,88.11,,,1
150,156.74,-90.3,19.26,,,1
600,158.74,-785.78,34.89,600,398.19,1
240,159.11,263.38,23.53,,,1
50,159.26,-355.4,54.51,50,240,1
100,160.46,-45.49,6.95,100,279.75,1
150,160.71,-101.84,25.92,,,1
130,160.96,171.82,6.39,,,1
175,161.43,45.38,12.9,,,1
,161.96,-612.76,72.37,,168.8,1
500,162.22,-309.9,13.81,,,1
,162.71,-420.7,48.32,,,1
27,162.82,-191.03,10.39,,,1
1250,166.81,-84.86,2.38,1250,105.5,1
90,166.89,-99.19,20.15,,,1
130,166.96,16.48,35.81,,,1
,167.22,15.57,47.99,,260,1
250,167.23,143.77,13.21,,,1
350,167.59,17.15,29.63,,,1
,168.4,-19.3,2.9,,,1
250,169.4,138.13,51.63,500,201.02,1
600,169.8,329.93,42.23,600,364.97,1
80,170,-183.17,5.21,,,1
100,170.14,-72.75,1.47,500,241.58,1
350,170.79,-93.25,48.79,,,1
188,171.36,-1408.83,51.86,,,1
,172.03,-142.74,17.6,,,1
200,172.67,-72.97,21.14,,,1
625,172.69,-178.01,36.28,,,1
300,172.72,-174.51,7.9,,,1
1500,173.04,-82.64,,,,1
,174.11,-26.37,35.23,,,1
100,174.16,-5.51,48.24,,,1
200,174.92,-534.62,20.59,100,437.33,1
50,175.14,75,70.59,,,1
,175.26,33.61,27.72,,,1
65,175.49,37.79,29,,,1
,175.76,78.76,35.36,,,1
2500,177.22,-538.06,23.29,1813,342.75,1
,177.27,-21.9,18.94,,,1
75,177.5,128.68,10.45,,,1
150,178.06,-88.23,1.65,75,246.5,1
500,178.38,-184.36,13.54,,,1
300,178.97,-650.44,2.52,300,448.33,1
100,178.98,-8.18,7.3,,,1
650,180.27,-665.8,35.95,800,194,1
500,181.04,-90.46,12.75,,,1
250,181.84,-17.72,49.1,,,1
500,182.35,-411.3,,,,1
,182.66,-948.62,34.91,,,1
300,184.45,-33.53,50.3,400,266.08,1
,184.93,299.71,38.84,,,1
9,185.69,99.98,28.89,5,381.04,1
110,185.81,100.59,9.63,,,1
70,186.1,-31.97,29.12,,,1
1500,186.53,-237.41,12.51,,,1
500,186.64,-180.08,11.4,,,1
500,187.27,-787.5,58.23,,,1
200,187.59,11.51,16.1,150,363.5,1
300,188.75,-212.57,25.59,500,211,1
,189.22,-637.17,39.57,,,1
100,190.88,80.33,,,,1
,191.38,-128.81,75.4,,,1
500,193.58,-12.69,10.19,500,785,1
,193.84,-123.26,36.3,,,1
200,194.26,-59.91,35,187,362.67,1
700,194.5,-277.13,22.81,,,1
,195.31,-39.5,67.09,,,1
175,196.78,40.11,4.19,,,1
1500,197.02,76.26,,,,1
160,197.61,-295.49,12.29,166,261.2,1
100,197.84,-507.9,11.7,100,171.95,1
500,198.01,-192.07,34.19,,,1
100,198.43,131.1,15.84,,,1
150,199.13,-64.75,13.57,541,542.33,1
600,199.39,-117.01,34.43,600,336.84,1
70,199.6,-113.47,71.26,,,1
50,200.83,-883.27,46.43,150,533,1
,200.85,71.42,39.53,,,1
2800,205.77,164.16,21.53,,291,1
240,205.83,-136.57,9.39,,,1
175,207.87,-204.63,6.09,200,211,1
1000,208.27,-1059.49,66.66,,747,1
1000,208.92,-196.99,9.51,,,1
1500,209.32,-349.32,3.4,1394,505.17,1
200,210.03,8.82,35.34,,,1
